placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-10-16 00:00:00,2025-10-16 01:00:00,0
tojinbo-shotaro,Person,2025-10-16 01:00:00,2025-10-16 02:00:00,0
tojinbo-shotaro,Person,2025-10-16 02:00:00,2025-10-16 03:00:00,0
tojinbo-shotaro,Person,2025-10-16 03:00:00,2025-10-16 04:00:00,1
tojinbo-shotaro,Person,2025-10-16 04:00:00,2025-10-16 05:00:00,1
tojinbo-shotaro,Person,2025-10-16 05:00:00,2025-10-16 06:00:00,95
tojinbo-shotaro,Person,2025-10-16 06:00:00,2025-10-16 07:00:00,122
tojinbo-shotaro,Person,2025-10-16 07:00:00,2025-10-16 08:00:00,127
tojinbo-shotaro,Person,2025-10-16 08:00:00,2025-10-16 09:00:00,379
tojinbo-shotaro,Person,2025-10-16 09:00:00,2025-10-16 10:00:00,644
tojinbo-shotaro,Person,2025-10-16 10:00:00,2025-10-16 11:00:00,1032
tojinbo-shotaro,Person,2025-10-16 11:00:00,2025-10-16 12:00:00,912
tojinbo-shotaro,Person,2025-10-16 12:00:00,2025-10-16 13:00:00,519
tojinbo-shotaro,Person,2025-10-16 13:00:00,2025-10-16 14:00:00,651
tojinbo-shotaro,Person,2025-10-16 14:00:00,2025-10-16 15:00:00,620
tojinbo-shotaro,Person,2025-10-16 15:00:00,2025-10-16 16:00:00,744
tojinbo-shotaro,Person,2025-10-16 16:00:00,2025-10-16 17:00:00,522
tojinbo-shotaro,Person,2025-10-16 17:00:00,2025-10-16 18:00:00,14
tojinbo-shotaro,Person,2025-10-16 18:00:00,2025-10-16 19:00:00,0
tojinbo-shotaro,Person,2025-10-16 19:00:00,2025-10-16 20:00:00,1
tojinbo-shotaro,Person,2025-10-16 20:00:00,2025-10-16 21:00:00,10
tojinbo-shotaro,Person,2025-10-16 21:00:00,2025-10-16 22:00:00,8
tojinbo-shotaro,Person,2025-10-16 22:00:00,2025-10-16 23:00:00,1
tojinbo-shotaro,Person,2025-10-16 23:00:00,2025-10-17 00:00:00,0
