placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-10-14 00:00:00,2025-10-14 01:00:00,0
tojinbo-shotaro,Person,2025-10-14 01:00:00,2025-10-14 02:00:00,0
tojinbo-shotaro,Person,2025-10-14 02:00:00,2025-10-14 03:00:00,1
tojinbo-shotaro,Person,2025-10-14 03:00:00,2025-10-14 04:00:00,2
tojinbo-shotaro,Person,2025-10-14 04:00:00,2025-10-14 05:00:00,2
tojinbo-shotaro,Person,2025-10-14 05:00:00,2025-10-14 06:00:00,72
tojinbo-shotaro,Person,2025-10-14 06:00:00,2025-10-14 07:00:00,105
tojinbo-shotaro,Person,2025-10-14 07:00:00,2025-10-14 08:00:00,58
tojinbo-shotaro,Person,2025-10-14 08:00:00,2025-10-14 09:00:00,349
tojinbo-shotaro,Person,2025-10-14 09:00:00,2025-10-14 10:00:00,629
tojinbo-shotaro,Person,2025-10-14 10:00:00,2025-10-14 11:00:00,1048
tojinbo-shotaro,Person,2025-10-14 11:00:00,2025-10-14 12:00:00,970
tojinbo-shotaro,Person,2025-10-14 12:00:00,2025-10-14 13:00:00,784
tojinbo-shotaro,Person,2025-10-14 13:00:00,2025-10-14 14:00:00,838
tojinbo-shotaro,Person,2025-10-14 14:00:00,2025-10-14 15:00:00,834
tojinbo-shotaro,Person,2025-10-14 15:00:00,2025-10-14 16:00:00,508
tojinbo-shotaro,Person,2025-10-14 16:00:00,2025-10-14 17:00:00,268
tojinbo-shotaro,Person,2025-10-14 17:00:00,2025-10-14 18:00:00,404
tojinbo-shotaro,Person,2025-10-14 18:00:00,2025-10-14 19:00:00,2
tojinbo-shotaro,Person,2025-10-14 19:00:00,2025-10-14 20:00:00,0
tojinbo-shotaro,Person,2025-10-14 20:00:00,2025-10-14 21:00:00,0
tojinbo-shotaro,Person,2025-10-14 21:00:00,2025-10-14 22:00:00,0
tojinbo-shotaro,Person,2025-10-14 22:00:00,2025-10-14 23:00:00,2
tojinbo-shotaro,Person,2025-10-14 23:00:00,2025-10-15 00:00:00,3
