placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-10-24 00:00:00,2025-10-24 01:00:00,0
tojinbo-shotaro,Person,2025-10-24 01:00:00,2025-10-24 02:00:00,2
tojinbo-shotaro,Person,2025-10-24 02:00:00,2025-10-24 03:00:00,1
tojinbo-shotaro,Person,2025-10-24 03:00:00,2025-10-24 04:00:00,3
tojinbo-shotaro,Person,2025-10-24 04:00:00,2025-10-24 05:00:00,10
tojinbo-shotaro,Person,2025-10-24 05:00:00,2025-10-24 06:00:00,43
tojinbo-shotaro,Person,2025-10-24 06:00:00,2025-10-24 07:00:00,122
tojinbo-shotaro,Person,2025-10-24 07:00:00,2025-10-24 08:00:00,45
tojinbo-shotaro,Person,2025-10-24 08:00:00,2025-10-24 09:00:00,362
tojinbo-shotaro,Person,2025-10-24 09:00:00,2025-10-24 10:00:00,780
tojinbo-shotaro,Person,2025-10-24 10:00:00,2025-10-24 11:00:00,1100
tojinbo-shotaro,Person,2025-10-24 11:00:00,2025-10-24 12:00:00,1161
tojinbo-shotaro,Person,2025-10-24 12:00:00,2025-10-24 13:00:00,1159
tojinbo-shotaro,Person,2025-10-24 13:00:00,2025-10-24 14:00:00,1236
tojinbo-shotaro,Person,2025-10-24 14:00:00,2025-10-24 15:00:00,1606
tojinbo-shotaro,Person,2025-10-24 15:00:00,2025-10-24 16:00:00,1274
tojinbo-shotaro,Person,2025-10-24 16:00:00,2025-10-24 17:00:00,1024
tojinbo-shotaro,Person,2025-10-24 17:00:00,2025-10-24 18:00:00,202
tojinbo-shotaro,Person,2025-10-24 18:00:00,2025-10-24 19:00:00,1
tojinbo-shotaro,Person,2025-10-24 19:00:00,2025-10-24 20:00:00,2
tojinbo-shotaro,Person,2025-10-24 20:00:00,2025-10-24 21:00:00,0
tojinbo-shotaro,Person,2025-10-24 21:00:00,2025-10-24 22:00:00,0
tojinbo-shotaro,Person,2025-10-24 22:00:00,2025-10-24 23:00:00,0
tojinbo-shotaro,Person,2025-10-24 23:00:00,2025-10-25 00:00:00,0
