placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-01-10 00:00:00,2025-01-10 01:00:00,0
fukui-station-east-entrance,Person,2025-01-10 01:00:00,2025-01-10 02:00:00,0
fukui-station-east-entrance,Person,2025-01-10 02:00:00,2025-01-10 03:00:00,0
fukui-station-east-entrance,Person,2025-01-10 03:00:00,2025-01-10 04:00:00,0
fukui-station-east-entrance,Person,2025-01-10 04:00:00,2025-01-10 05:00:00,0
fukui-station-east-entrance,Person,2025-01-10 05:00:00,2025-01-10 06:00:00,32
fukui-station-east-entrance,Person,2025-01-10 06:00:00,2025-01-10 07:00:00,70
fukui-station-east-entrance,Person,2025-01-10 07:00:00,2025-01-10 08:00:00,210
fukui-station-east-entrance,Person,2025-01-10 08:00:00,2025-01-10 09:00:00,237
fukui-station-east-entrance,Person,2025-01-10 09:00:00,2025-01-10 10:00:00,288
fukui-station-east-entrance,Person,2025-01-10 10:00:00,2025-01-10 11:00:00,310
fukui-station-east-entrance,Person,2025-01-10 11:00:00,2025-01-10 12:00:00,355
fukui-station-east-entrance,Person,2025-01-10 12:00:00,2025-01-10 13:00:00,395
fukui-station-east-entrance,Person,2025-01-10 13:00:00,2025-01-10 14:00:00,337
fukui-station-east-entrance,Person,2025-01-10 14:00:00,2025-01-10 15:00:00,320
fukui-station-east-entrance,Person,2025-01-10 15:00:00,2025-01-10 16:00:00,367
fukui-station-east-entrance,Person,2025-01-10 16:00:00,2025-01-10 17:00:00,536
fukui-station-east-entrance,Person,2025-01-10 17:00:00,2025-01-10 18:00:00,427
fukui-station-east-entrance,Person,2025-01-10 18:00:00,2025-01-10 19:00:00,391
fukui-station-east-entrance,Person,2025-01-10 19:00:00,2025-01-10 20:00:00,248
fukui-station-east-entrance,Person,2025-01-10 20:00:00,2025-01-10 21:00:00,191
fukui-station-east-entrance,Person,2025-01-10 21:00:00,2025-01-10 22:00:00,127
fukui-station-east-entrance,Person,2025-01-10 22:00:00,2025-01-10 23:00:00,107
fukui-station-east-entrance,Person,2025-01-10 23:00:00,2025-01-11 00:00:00,4
