placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-05-01 00:00:00,2025-05-02 00:00:00,511,0,105,38,64,61,30,20,12,5,0,19,31,51,40,17,9,6,1,0,0,0,0,1,1,0,0,0
tojinbo-shotaro,Face,2025-05-02 00:00:00,2025-05-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-03 00:00:00,2025-05-04 00:00:00,558,0,105,50,54,73,47,34,23,4,0,28,30,31,28,21,17,4,7,0,0,1,0,0,0,0,1,0
tojinbo-shotaro,Face,2025-05-04 00:00:00,2025-05-05 00:00:00,541,0,108,44,58,64,44,46,24,15,0,28,24,21,25,23,7,4,6,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-05 00:00:00,2025-05-06 00:00:00,566,0,129,70,59,73,35,28,23,13,0,23,18,27,20,18,7,9,14,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-06 00:00:00,2025-05-07 00:00:00,554,0,144,44,49,54,43,29,15,5,0,18,48,33,40,15,7,3,5,0,0,2,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-07 00:00:00,2025-05-08 00:00:00,48,0,12,4,5,3,4,3,2,2,1,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-08 00:00:00,2025-05-09 00:00:00,111,0,36,10,9,12,5,3,2,3,0,5,6,4,4,1,4,2,3,0,0,1,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-05-09 00:00:00,2025-05-10 00:00:00,126,0,30,8,6,14,10,9,7,1,0,5,6,1,8,9,6,3,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-10 00:00:00,2025-05-11 00:00:00,435,0,87,48,43,47,27,22,9,9,0,19,40,22,22,18,15,4,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-11 00:00:00,2025-05-12 00:00:00,558,0,161,55,41,56,37,16,15,7,0,18,22,31,37,28,19,8,3,0,0,2,0,1,0,1,0,0
tojinbo-shotaro,Face,2025-05-12 00:00:00,2025-05-13 00:00:00,161,1,37,18,14,16,9,8,6,2,0,5,4,11,10,6,6,4,3,0,0,0,0,0,0,0,1,0
tojinbo-shotaro,Face,2025-05-13 00:00:00,2025-05-14 00:00:00,120,0,35,9,8,19,8,6,3,2,0,1,2,6,9,5,2,2,2,0,0,1,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-14 00:00:00,2025-05-15 00:00:00,170,0,40,21,5,17,9,12,8,4,0,11,7,7,5,4,6,9,5,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-15 00:00:00,2025-05-16 00:00:00,272,0,78,42,18,15,12,10,10,7,0,15,10,8,12,12,8,11,4,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-16 00:00:00,2025-05-17 00:00:00,289,1,54,29,29,27,18,16,8,11,1,21,8,9,16,17,12,6,4,0,1,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-05-17 00:00:00,2025-05-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 00:00:00,2025-05-19 00:00:00,955,0,247,112,103,109,54,28,19,24,0,52,44,66,35,29,17,6,7,0,1,0,1,1,0,0,0,0
tojinbo-shotaro,Face,2025-05-19 00:00:00,2025-05-20 00:00:00,97,0,20,7,6,10,9,7,5,1,0,2,4,3,6,7,5,3,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-20 00:00:00,2025-05-21 00:00:00,145,0,35,11,8,25,5,9,4,6,0,4,2,12,11,6,3,0,2,0,2,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-21 00:00:00,2025-05-22 00:00:00,139,0,36,14,10,17,7,9,3,3,0,3,4,15,5,3,4,2,4,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-22 00:00:00,2025-05-23 00:00:00,236,0,36,30,24,23,12,12,5,5,0,7,16,16,23,4,5,11,7,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-23 00:00:00,2025-05-24 00:00:00,247,3,57,19,16,24,15,19,8,6,0,11,20,5,12,10,8,7,5,0,0,0,1,0,1,0,0,0
tojinbo-shotaro,Face,2025-05-24 00:00:00,2025-05-25 00:00:00,118,1,15,12,7,25,24,3,10,2,0,5,2,6,1,4,0,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-25 00:00:00,2025-05-26 00:00:00,442,0,131,37,29,44,27,26,13,9,0,17,24,21,18,15,12,8,9,0,0,0,1,0,1,0,0,0
tojinbo-shotaro,Face,2025-05-26 00:00:00,2025-05-27 00:00:00,253,0,59,28,16,30,14,12,10,5,0,12,9,11,15,8,14,5,5,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-27 00:00:00,2025-05-28 00:00:00,143,1,29,7,18,20,8,4,6,3,0,6,10,6,4,7,8,2,3,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-05-28 00:00:00,2025-05-29 00:00:00,108,0,17,11,7,19,9,5,5,4,0,5,3,3,11,7,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-29 00:00:00,2025-05-30 00:00:00,168,1,24,9,16,21,17,19,5,6,0,12,7,4,8,5,5,4,4,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-30 00:00:00,2025-05-31 00:00:00,115,0,24,9,9,24,3,6,2,3,0,5,4,8,4,3,4,3,4,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-31 00:00:00,2025-06-01 00:00:00,298,0,66,25,24,37,21,15,15,6,1,10,13,13,27,9,8,4,4,0,0,0,0,0,0,0,0,0
