placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-09-01 00:00:00,2025-09-02 00:00:00,150,0,43,22,17,12,4,5,3,0,0,6,5,6,13,8,3,1,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-02 00:00:00,2025-09-03 00:00:00,171,0,64,18,17,14,6,4,0,4,0,5,7,9,10,6,5,0,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-03 00:00:00,2025-09-04 00:00:00,327,0,81,31,36,41,12,12,8,2,0,19,24,19,12,11,9,0,6,0,2,1,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-09-04 00:00:00,2025-09-05 00:00:00,187,1,50,18,23,19,9,10,4,1,0,10,12,6,7,5,2,5,4,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-05 00:00:00,2025-09-06 00:00:00,169,0,43,7,15,23,6,4,3,4,0,18,14,13,8,8,2,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-06 00:00:00,2025-09-07 00:00:00,214,0,57,29,25,25,12,6,3,0,0,10,10,11,10,9,1,2,1,0,1,1,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-09-07 00:00:00,2025-09-08 00:00:00,522,0,121,44,57,54,29,18,13,7,0,28,35,38,36,23,8,6,4,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-08 00:00:00,2025-09-09 00:00:00,232,1,60,17,15,33,18,5,5,4,0,9,18,19,11,11,1,4,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-09-09 00:00:00,2025-09-10 00:00:00,225,0,59,26,23,31,12,5,2,2,0,12,18,15,6,7,3,2,0,0,0,1,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-09-10 00:00:00,2025-09-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
