placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-07-01 00:00:00,2025-07-02 00:00:00,76,0,17,4,6,8,7,4,3,1,0,5,3,8,2,2,3,0,2,0,0,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-07-02 00:00:00,2025-07-03 00:00:00,128,0,29,10,14,16,11,5,2,3,0,4,10,7,4,3,5,3,1,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-07-03 00:00:00,2025-07-04 00:00:00,76,0,19,8,3,12,5,4,5,2,0,4,3,3,1,4,2,0,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-04 00:00:00,2025-07-05 00:00:00,132,1,35,10,8,13,9,3,4,4,0,7,11,12,5,5,2,2,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-05 00:00:00,2025-07-06 00:00:00,486,0,141,38,42,45,31,26,17,11,0,16,29,17,20,23,19,3,4,0,0,1,1,1,1,0,0,0
tojinbo-shotaro,Face,2025-07-06 00:00:00,2025-07-07 00:00:00,525,0,137,45,39,47,33,31,17,5,0,25,21,24,34,28,18,13,5,0,0,0,1,1,1,0,0,0
tojinbo-shotaro,Face,2025-07-07 00:00:00,2025-07-08 00:00:00,91,0,19,6,10,10,7,2,1,1,0,2,9,14,3,3,1,1,1,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-08 00:00:00,2025-07-09 00:00:00,107,1,26,11,6,22,7,3,3,1,0,6,5,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-09 00:00:00,2025-07-10 00:00:00,83,0,17,7,5,9,5,1,5,1,0,3,5,8,11,4,1,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-10 00:00:00,2025-07-11 00:00:00,108,1,30,14,6,7,3,7,1,4,0,3,7,2,8,6,3,2,3,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-11 00:00:00,2025-07-12 00:00:00,87,0,24,10,6,12,6,4,0,2,0,7,6,2,2,1,3,0,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-12 00:00:00,2025-07-13 00:00:00,507,0,178,56,36,61,27,15,7,5,0,19,34,25,21,8,6,8,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-13 00:00:00,2025-07-14 00:00:00,216,0,78,23,26,29,9,7,3,1,0,8,5,6,6,8,5,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-14 00:00:00,2025-07-15 00:00:00,166,0,30,11,18,19,8,4,1,1,0,17,9,11,15,10,6,3,1,0,0,0,0,1,1,0,0,0
tojinbo-shotaro,Face,2025-07-15 00:00:00,2025-07-16 00:00:00,97,0,21,9,7,8,5,7,1,2,0,4,10,4,6,5,2,4,2,0,0,0,0,0,0,0,0,0

tojinbo-shotaro,Face,2025-07-17 00:00:00,2025-07-18 00:00:00,89,0,14,9,6,5,10,7,2,1,0,5,11,9,2,4,1,1,1,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-07-18 00:00:00,2025-07-19 00:00:00,196,0,34,18,15,20,10,9,2,3,0,12,18,12,16,12,6,5,3,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-07-19 00:00:00,2025-07-20 00:00:00,270,0,73,34,31,24,14,10,1,8,0,10,21,10,18,10,1,4,0,0,0,1,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-20 00:00:00,2025-07-21 00:00:00,652,5,175,86,70,63,38,27,10,9,0,31,24,43,38,19,6,5,1,0,0,0,0,2,0,0,0,0
tojinbo-shotaro,Face,2025-07-21 00:00:00,2025-07-22 00:00:00,375,0,82,51,43,57,37,12,4,5,0,12,19,16,11,15,5,5,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-22 00:00:00,2025-07-23 00:00:00,88,0,21,11,9,8,7,5,2,0,0,4,7,2,4,1,2,2,2,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-23 00:00:00,2025-07-24 00:00:00,114,0,41,20,15,9,4,3,0,0,0,1,8,2,4,3,1,1,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-24 00:00:00,2025-07-25 00:00:00,98,0,23,10,15,12,6,1,4,0,0,2,3,7,4,4,4,3,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-25 00:00:00,2025-07-26 00:00:00,152,1,41,17,13,19,8,10,4,2,0,4,11,8,7,1,3,3,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-26 00:00:00,2025-07-27 00:00:00,215,0,70,26,14,24,16,7,4,4,0,9,13,8,7,6,2,4,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-27 00:00:00,2025-07-28 00:00:00,355,0,111,32,34,30,29,15,12,2,0,20,23,15,15,7,6,2,0,0,0,1,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-07-28 00:00:00,2025-07-29 00:00:00,124,0,33,14,15,22,9,2,0,2,0,8,3,1,7,3,4,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-29 00:00:00,2025-07-30 00:00:00,183,0,36,21,19,18,10,5,13,3,0,12,14,9,6,10,3,1,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-30 00:00:00,2025-07-31 00:00:00,131,0,40,12,11,9,10,3,2,1,0,8,6,14,5,3,4,1,1,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-07-31 00:00:00,2025-08-01 00:00:00,204,0,61,24,23,24,7,2,5,2,0,9,10,12,10,4,4,4,1,0,1,0,0,0,1,0,0,0
