placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-01-12 00:00:00,2026-01-12 01:00:00,0
tojinbo-shotaro,Person,2026-01-12 01:00:00,2026-01-12 02:00:00,1
tojinbo-shotaro,Person,2026-01-12 02:00:00,2026-01-12 03:00:00,0
tojinbo-shotaro,Person,2026-01-12 03:00:00,2026-01-12 04:00:00,0
tojinbo-shotaro,Person,2026-01-12 04:00:00,2026-01-12 05:00:00,1
tojinbo-shotaro,Person,2026-01-12 05:00:00,2026-01-12 06:00:00,3
tojinbo-shotaro,Person,2026-01-12 06:00:00,2026-01-12 07:00:00,49
tojinbo-shotaro,Person,2026-01-12 07:00:00,2026-01-12 08:00:00,18
tojinbo-shotaro,Person,2026-01-12 08:00:00,2026-01-12 09:00:00,163
tojinbo-shotaro,Person,2026-01-12 09:00:00,2026-01-12 10:00:00,130
tojinbo-shotaro,Person,2026-01-12 10:00:00,2026-01-12 11:00:00,364
tojinbo-shotaro,Person,2026-01-12 11:00:00,2026-01-12 12:00:00,695
tojinbo-shotaro,Person,2026-01-12 12:00:00,2026-01-12 13:00:00,495
tojinbo-shotaro,Person,2026-01-12 13:00:00,2026-01-12 14:00:00,420
tojinbo-shotaro,Person,2026-01-12 14:00:00,2026-01-12 15:00:00,360
tojinbo-shotaro,Person,2026-01-12 15:00:00,2026-01-12 16:00:00,268
tojinbo-shotaro,Person,2026-01-12 16:00:00,2026-01-12 17:00:00,158
tojinbo-shotaro,Person,2026-01-12 17:00:00,2026-01-12 18:00:00,8
tojinbo-shotaro,Person,2026-01-12 18:00:00,2026-01-12 19:00:00,1
tojinbo-shotaro,Person,2026-01-12 19:00:00,2026-01-12 20:00:00,0
tojinbo-shotaro,Person,2026-01-12 20:00:00,2026-01-12 21:00:00,0
tojinbo-shotaro,Person,2026-01-12 21:00:00,2026-01-12 22:00:00,0
tojinbo-shotaro,Person,2026-01-12 22:00:00,2026-01-12 23:00:00,0
tojinbo-shotaro,Person,2026-01-12 23:00:00,2026-01-13 00:00:00,11
