placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-02-21 00:00:00,2025-02-21 01:00:00,0
tojinbo-shotaro,Person,2025-02-21 01:00:00,2025-02-21 02:00:00,0
tojinbo-shotaro,Person,2025-02-21 02:00:00,2025-02-21 03:00:00,2
tojinbo-shotaro,Person,2025-02-21 03:00:00,2025-02-21 04:00:00,0
tojinbo-shotaro,Person,2025-02-21 04:00:00,2025-02-21 05:00:00,0
tojinbo-shotaro,Person,2025-02-21 05:00:00,2025-02-21 06:00:00,0
tojinbo-shotaro,Person,2025-02-21 06:00:00,2025-02-21 07:00:00,58
tojinbo-shotaro,Person,2025-02-21 07:00:00,2025-02-21 08:00:00,170
tojinbo-shotaro,Person,2025-02-21 08:00:00,2025-02-21 09:00:00,387
tojinbo-shotaro,Person,2025-02-21 09:00:00,2025-02-21 10:00:00,212
tojinbo-shotaro,Person,2025-02-21 10:00:00,2025-02-21 11:00:00,490
tojinbo-shotaro,Person,2025-02-21 11:00:00,2025-02-21 12:00:00,278
tojinbo-shotaro,Person,2025-02-21 12:00:00,2025-02-21 13:00:00,328
tojinbo-shotaro,Person,2025-02-21 13:00:00,2025-02-21 14:00:00,521
tojinbo-shotaro,Person,2025-02-21 14:00:00,2025-02-21 15:00:00,721
tojinbo-shotaro,Person,2025-02-21 15:00:00,2025-02-21 16:00:00,481
tojinbo-shotaro,Person,2025-02-21 16:00:00,2025-02-21 17:00:00,248
tojinbo-shotaro,Person,2025-02-21 17:00:00,2025-02-21 18:00:00,47
tojinbo-shotaro,Person,2025-02-21 18:00:00,2025-02-21 19:00:00,0
tojinbo-shotaro,Person,2025-02-21 19:00:00,2025-02-21 20:00:00,0
tojinbo-shotaro,Person,2025-02-21 20:00:00,2025-02-21 21:00:00,0
tojinbo-shotaro,Person,2025-02-21 21:00:00,2025-02-21 22:00:00,0
tojinbo-shotaro,Person,2025-02-21 22:00:00,2025-02-21 23:00:00,14
tojinbo-shotaro,Person,2025-02-21 23:00:00,2025-02-22 00:00:00,0
