placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-01-01 00:00:00,2026-01-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-02 00:00:00,2026-01-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-03 00:00:00,2026-01-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-04 00:00:00,2026-01-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-05 00:00:00,2026-01-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-06 00:00:00,2026-01-07 00:00:00,180,1,61,5,10,15,12,10,9,3,0,15,15,9,5,3,4,1,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-07 00:00:00,2026-01-08 00:00:00,179,3,52,4,11,13,12,4,8,4,0,20,7,8,15,9,3,2,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-08 00:00:00,2026-01-09 00:00:00,232,4,75,16,15,19,16,15,11,8,0,15,3,10,10,8,1,2,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-09 00:00:00,2026-01-10 00:00:00,234,3,62,14,16,22,15,13,11,9,0,24,10,9,11,6,3,3,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-10 00:00:00,2026-01-11 00:00:00,445,2,126,31,24,40,28,18,11,8,1,38,26,23,25,24,8,6,5,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-11 00:00:00,2026-01-12 00:00:00,435,4,132,35,33,41,27,17,14,8,0,36,26,12,20,12,9,7,1,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-12 00:00:00,2026-01-13 00:00:00,300,3,87,23,20,31,16,13,11,1,0,29,13,15,18,11,4,4,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-13 00:00:00,2026-01-14 00:00:00,224,1,56,18,16,26,21,10,4,1,0,25,9,11,9,7,5,3,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-14 00:00:00,2026-01-15 00:00:00,258,1,85,11,20,24,19,7,12,5,1,26,7,12,13,8,3,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-15 00:00:00,2026-01-16 00:00:00,266,5,89,20,11,33,20,9,7,3,0,17,8,9,13,8,9,1,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-16 00:00:00,2026-01-17 00:00:00,288,6,91,21,15,37,18,16,7,3,0,21,12,12,7,5,11,6,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-17 00:00:00,2026-01-18 00:00:00,323,11,93,27,16,29,26,14,11,10,0,22,17,14,11,9,3,4,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-18 00:00:00,2026-01-19 00:00:00,319,6,103,23,22,26,17,17,9,11,0,25,9,10,18,12,4,2,4,0,0,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2026-01-19 00:00:00,2026-01-20 00:00:00,234,1,68,16,14,20,14,9,7,11,0,20,16,9,11,6,7,5,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-01-20 00:00:00,2026-01-21 00:00:00,249,1,72,18,13,23,19,13,5,4,1,25,14,11,15,5,3,4,3,0,0,0,0,0,0,0,0,0
