placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-03-28 00:00:00,2026-03-28 01:00:00,16
tojinbo-shotaro,Person,2026-03-28 01:00:00,2026-03-28 02:00:00,1
tojinbo-shotaro,Person,2026-03-28 02:00:00,2026-03-28 03:00:00,1
tojinbo-shotaro,Person,2026-03-28 03:00:00,2026-03-28 04:00:00,9
tojinbo-shotaro,Person,2026-03-28 04:00:00,2026-03-28 05:00:00,5
tojinbo-shotaro,Person,2026-03-28 05:00:00,2026-03-28 06:00:00,5
tojinbo-shotaro,Person,2026-03-28 06:00:00,2026-03-28 07:00:00,122
tojinbo-shotaro,Person,2026-03-28 07:00:00,2026-03-28 08:00:00,161
tojinbo-shotaro,Person,2026-03-28 08:00:00,2026-03-28 09:00:00,393
tojinbo-shotaro,Person,2026-03-28 09:00:00,2026-03-28 10:00:00,1105
tojinbo-shotaro,Person,2026-03-28 10:00:00,2026-03-28 11:00:00,2191
tojinbo-shotaro,Person,2026-03-28 11:00:00,2026-03-28 12:00:00,2478
tojinbo-shotaro,Person,2026-03-28 12:00:00,2026-03-28 13:00:00,2293
tojinbo-shotaro,Person,2026-03-28 13:00:00,2026-03-28 14:00:00,2472
tojinbo-shotaro,Person,2026-03-28 14:00:00,2026-03-28 15:00:00,1775
tojinbo-shotaro,Person,2026-03-28 15:00:00,2026-03-28 16:00:00,1935
tojinbo-shotaro,Person,2026-03-28 16:00:00,2026-03-28 17:00:00,1754
tojinbo-shotaro,Person,2026-03-28 17:00:00,2026-03-28 18:00:00,821
tojinbo-shotaro,Person,2026-03-28 18:00:00,2026-03-28 19:00:00,108
tojinbo-shotaro,Person,2026-03-28 19:00:00,2026-03-28 20:00:00,5
tojinbo-shotaro,Person,2026-03-28 20:00:00,2026-03-28 21:00:00,8
tojinbo-shotaro,Person,2026-03-28 21:00:00,2026-03-28 22:00:00,21
tojinbo-shotaro,Person,2026-03-28 22:00:00,2026-03-28 23:00:00,0
tojinbo-shotaro,Person,2026-03-28 23:00:00,2026-03-29 00:00:00,7
