placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-01-21 00:00:00,2025-01-21 01:00:00,0
tojinbo-shotaro,Person,2025-01-21 01:00:00,2025-01-21 02:00:00,1
tojinbo-shotaro,Person,2025-01-21 02:00:00,2025-01-21 03:00:00,2
tojinbo-shotaro,Person,2025-01-21 03:00:00,2025-01-21 04:00:00,0
tojinbo-shotaro,Person,2025-01-21 04:00:00,2025-01-21 05:00:00,1
tojinbo-shotaro,Person,2025-01-21 05:00:00,2025-01-21 06:00:00,0
tojinbo-shotaro,Person,2025-01-21 06:00:00,2025-01-21 07:00:00,78
tojinbo-shotaro,Person,2025-01-21 07:00:00,2025-01-21 08:00:00,109
tojinbo-shotaro,Person,2025-01-21 08:00:00,2025-01-21 09:00:00,103
tojinbo-shotaro,Person,2025-01-21 09:00:00,2025-01-21 10:00:00,322
tojinbo-shotaro,Person,2025-01-21 10:00:00,2025-01-21 11:00:00,345
tojinbo-shotaro,Person,2025-01-21 11:00:00,2025-01-21 12:00:00,395
tojinbo-shotaro,Person,2025-01-21 12:00:00,2025-01-21 13:00:00,491
tojinbo-shotaro,Person,2025-01-21 13:00:00,2025-01-21 14:00:00,522
tojinbo-shotaro,Person,2025-01-21 14:00:00,2025-01-21 15:00:00,594
tojinbo-shotaro,Person,2025-01-21 15:00:00,2025-01-21 16:00:00,543
tojinbo-shotaro,Person,2025-01-21 16:00:00,2025-01-21 17:00:00,401
tojinbo-shotaro,Person,2025-01-21 17:00:00,2025-01-21 18:00:00,25
tojinbo-shotaro,Person,2025-01-21 18:00:00,2025-01-21 19:00:00,0
tojinbo-shotaro,Person,2025-01-21 19:00:00,2025-01-21 20:00:00,0
tojinbo-shotaro,Person,2025-01-21 20:00:00,2025-01-21 21:00:00,0
tojinbo-shotaro,Person,2025-01-21 21:00:00,2025-01-21 22:00:00,0
tojinbo-shotaro,Person,2025-01-21 22:00:00,2025-01-21 23:00:00,0
tojinbo-shotaro,Person,2025-01-21 23:00:00,2025-01-22 00:00:00,0
