placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-10-02 00:00:00,2025-10-02 01:00:00,0
fukui-station-east-entrance,Person,2025-10-02 01:00:00,2025-10-02 02:00:00,0
fukui-station-east-entrance,Person,2025-10-02 02:00:00,2025-10-02 03:00:00,0
fukui-station-east-entrance,Person,2025-10-02 03:00:00,2025-10-02 04:00:00,0
fukui-station-east-entrance,Person,2025-10-02 04:00:00,2025-10-02 05:00:00,0
fukui-station-east-entrance,Person,2025-10-02 05:00:00,2025-10-02 06:00:00,36
fukui-station-east-entrance,Person,2025-10-02 06:00:00,2025-10-02 07:00:00,120
fukui-station-east-entrance,Person,2025-10-02 07:00:00,2025-10-02 08:00:00,249
fukui-station-east-entrance,Person,2025-10-02 08:00:00,2025-10-02 09:00:00,471
fukui-station-east-entrance,Person,2025-10-02 09:00:00,2025-10-02 10:00:00,387
fukui-station-east-entrance,Person,2025-10-02 10:00:00,2025-10-02 11:00:00,489
fukui-station-east-entrance,Person,2025-10-02 11:00:00,2025-10-02 12:00:00,529
fukui-station-east-entrance,Person,2025-10-02 12:00:00,2025-10-02 13:00:00,578
fukui-station-east-entrance,Person,2025-10-02 13:00:00,2025-10-02 14:00:00,522
fukui-station-east-entrance,Person,2025-10-02 14:00:00,2025-10-02 15:00:00,462
fukui-station-east-entrance,Person,2025-10-02 15:00:00,2025-10-02 16:00:00,517
fukui-station-east-entrance,Person,2025-10-02 16:00:00,2025-10-02 17:00:00,507
fukui-station-east-entrance,Person,2025-10-02 17:00:00,2025-10-02 18:00:00,592
fukui-station-east-entrance,Person,2025-10-02 18:00:00,2025-10-02 19:00:00,386
fukui-station-east-entrance,Person,2025-10-02 19:00:00,2025-10-02 20:00:00,190
fukui-station-east-entrance,Person,2025-10-02 20:00:00,2025-10-02 21:00:00,199
fukui-station-east-entrance,Person,2025-10-02 21:00:00,2025-10-02 22:00:00,118
fukui-station-east-entrance,Person,2025-10-02 22:00:00,2025-10-02 23:00:00,46
fukui-station-east-entrance,Person,2025-10-02 23:00:00,2025-10-03 00:00:00,1
