placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-10-13 00:00:00,2025-10-13 01:00:00,0
fukui-station-east-entrance,Person,2025-10-13 01:00:00,2025-10-13 02:00:00,0
fukui-station-east-entrance,Person,2025-10-13 02:00:00,2025-10-13 03:00:00,0
fukui-station-east-entrance,Person,2025-10-13 03:00:00,2025-10-13 04:00:00,0
fukui-station-east-entrance,Person,2025-10-13 04:00:00,2025-10-13 05:00:00,0
fukui-station-east-entrance,Person,2025-10-13 05:00:00,2025-10-13 06:00:00,40
fukui-station-east-entrance,Person,2025-10-13 06:00:00,2025-10-13 07:00:00,86
fukui-station-east-entrance,Person,2025-10-13 07:00:00,2025-10-13 08:00:00,223
fukui-station-east-entrance,Person,2025-10-13 08:00:00,2025-10-13 09:00:00,636
fukui-station-east-entrance,Person,2025-10-13 09:00:00,2025-10-13 10:00:00,962
fukui-station-east-entrance,Person,2025-10-13 10:00:00,2025-10-13 11:00:00,1116
fukui-station-east-entrance,Person,2025-10-13 11:00:00,2025-10-13 12:00:00,1006
fukui-station-east-entrance,Person,2025-10-13 12:00:00,2025-10-13 13:00:00,1206
fukui-station-east-entrance,Person,2025-10-13 13:00:00,2025-10-13 14:00:00,1216
fukui-station-east-entrance,Person,2025-10-13 14:00:00,2025-10-13 15:00:00,1305
fukui-station-east-entrance,Person,2025-10-13 15:00:00,2025-10-13 16:00:00,1300
fukui-station-east-entrance,Person,2025-10-13 16:00:00,2025-10-13 17:00:00,1266
fukui-station-east-entrance,Person,2025-10-13 17:00:00,2025-10-13 18:00:00,924
fukui-station-east-entrance,Person,2025-10-13 18:00:00,2025-10-13 19:00:00,590
fukui-station-east-entrance,Person,2025-10-13 19:00:00,2025-10-13 20:00:00,312
fukui-station-east-entrance,Person,2025-10-13 20:00:00,2025-10-13 21:00:00,209
fukui-station-east-entrance,Person,2025-10-13 21:00:00,2025-10-13 22:00:00,91
fukui-station-east-entrance,Person,2025-10-13 22:00:00,2025-10-13 23:00:00,67
fukui-station-east-entrance,Person,2025-10-13 23:00:00,2025-10-14 00:00:00,0
