placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-02-01 00:00:00,2025-02-02 00:00:00,6868
tojinbo-shotaro,Person,2025-02-02 00:00:00,2025-02-03 00:00:00,7027
tojinbo-shotaro,Person,2025-02-03 00:00:00,2025-02-04 00:00:00,3176
tojinbo-shotaro,Person,2025-02-04 00:00:00,2025-02-05 00:00:00,2574
tojinbo-shotaro,Person,2025-02-05 00:00:00,2025-02-06 00:00:00,756
tojinbo-shotaro,Person,2025-02-06 00:00:00,2025-02-07 00:00:00,1360
tojinbo-shotaro,Person,2025-02-07 00:00:00,2025-02-08 00:00:00,2970
tojinbo-shotaro,Person,2025-02-08 00:00:00,2025-02-09 00:00:00,2911
tojinbo-shotaro,Person,2025-02-09 00:00:00,2025-02-10 00:00:00,4867
tojinbo-shotaro,Person,2025-02-10 00:00:00,2025-02-11 00:00:00,4978
tojinbo-shotaro,Person,2025-02-11 00:00:00,2025-02-12 00:00:00,5122
tojinbo-shotaro,Person,2025-02-12 00:00:00,2025-02-13 00:00:00,4198
tojinbo-shotaro,Person,2025-02-13 00:00:00,2025-02-14 00:00:00,3316
tojinbo-shotaro,Person,2025-02-14 00:00:00,2025-02-15 00:00:00,4922
tojinbo-shotaro,Person,2025-02-15 00:00:00,2025-02-16 00:00:00,8149
tojinbo-shotaro,Person,2025-02-16 00:00:00,2025-02-17 00:00:00,8292
tojinbo-shotaro,Person,2025-02-17 00:00:00,2025-02-18 00:00:00,3910
tojinbo-shotaro,Person,2025-02-18 00:00:00,2025-02-19 00:00:00,3832
tojinbo-shotaro,Person,2025-02-19 00:00:00,2025-02-20 00:00:00,2862
tojinbo-shotaro,Person,2025-02-20 00:00:00,2025-02-21 00:00:00,2996
tojinbo-shotaro,Person,2025-02-21 00:00:00,2025-02-22 00:00:00,3957
tojinbo-shotaro,Person,2025-02-22 00:00:00,2025-02-23 00:00:00,6384
tojinbo-shotaro,Person,2025-02-23 00:00:00,2025-02-24 00:00:00,8489
tojinbo-shotaro,Person,2025-02-24 00:00:00,2025-02-25 00:00:00,5235
tojinbo-shotaro,Person,2025-02-25 00:00:00,2025-02-26 00:00:00,4696
tojinbo-shotaro,Person,2025-02-26 00:00:00,2025-02-27 00:00:00,3363
tojinbo-shotaro,Person,2025-02-27 00:00:00,2025-02-28 00:00:00,4562
tojinbo-shotaro,Person,2025-02-28 00:00:00,2025-03-01 00:00:00,4819
