placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-06-01 00:00:00,2025-06-02 00:00:00,11612
tojinbo-shotaro,Person,2025-06-02 00:00:00,2025-06-03 00:00:00,6891
tojinbo-shotaro,Person,2025-06-03 00:00:00,2025-06-04 00:00:00,4087
tojinbo-shotaro,Person,2025-06-04 00:00:00,2025-06-05 00:00:00,4823
tojinbo-shotaro,Person,2025-06-05 00:00:00,2025-06-06 00:00:00,6750
tojinbo-shotaro,Person,2025-06-06 00:00:00,2025-06-07 00:00:00,7879
tojinbo-shotaro,Person,2025-06-07 00:00:00,2025-06-08 00:00:00,13704
tojinbo-shotaro,Person,2025-06-08 00:00:00,2025-06-09 00:00:00,14698
tojinbo-shotaro,Person,2025-06-09 00:00:00,2025-06-10 00:00:00,6995
tojinbo-shotaro,Person,2025-06-10 00:00:00,2025-06-11 00:00:00,4026
tojinbo-shotaro,Person,2025-06-11 00:00:00,2025-06-12 00:00:00,4508
tojinbo-shotaro,Person,2025-06-12 00:00:00,2025-06-13 00:00:00,6735
tojinbo-shotaro,Person,2025-06-13 00:00:00,2025-06-14 00:00:00,0
tojinbo-shotaro,Person,2025-06-14 00:00:00,2025-06-15 00:00:00,8296
tojinbo-shotaro,Person,2025-06-15 00:00:00,2025-06-16 00:00:00,10676
tojinbo-shotaro,Person,2025-06-16 00:00:00,2025-06-17 00:00:00,5944
tojinbo-shotaro,Person,2025-06-17 00:00:00,2025-06-18 00:00:00,5397
tojinbo-shotaro,Person,2025-06-18 00:00:00,2025-06-19 00:00:00,5329
tojinbo-shotaro,Person,2025-06-19 00:00:00,2025-06-20 00:00:00,5659
tojinbo-shotaro,Person,2025-06-20 00:00:00,2025-06-21 00:00:00,5512
tojinbo-shotaro,Person,2025-06-21 00:00:00,2025-06-22 00:00:00,13360
tojinbo-shotaro,Person,2025-06-22 00:00:00,2025-06-23 00:00:00,11989
tojinbo-shotaro,Person,2025-06-23 00:00:00,2025-06-24 00:00:00,4176
tojinbo-shotaro,Person,2025-06-24 00:00:00,2025-06-25 00:00:00,0
tojinbo-shotaro,Person,2025-06-25 00:00:00,2025-06-26 00:00:00,4723
tojinbo-shotaro,Person,2025-06-26 00:00:00,2025-06-27 00:00:00,5103
tojinbo-shotaro,Person,2025-06-27 00:00:00,2025-06-28 00:00:00,7697
tojinbo-shotaro,Person,2025-06-28 00:00:00,2025-06-29 00:00:00,13367
tojinbo-shotaro,Person,2025-06-29 00:00:00,2025-06-30 00:00:00,13632
tojinbo-shotaro,Person,2025-06-30 00:00:00,2025-07-01 00:00:00,4892
