placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-12-01 00:00:00,2025-12-02 00:00:00,6668
tojinbo-shotaro,Person,2025-12-02 00:00:00,2025-12-03 00:00:00,7237
tojinbo-shotaro,Person,2025-12-03 00:00:00,2025-12-04 00:00:00,5029
tojinbo-shotaro,Person,2025-12-04 00:00:00,2025-12-05 00:00:00,5075
tojinbo-shotaro,Person,2025-12-05 00:00:00,2025-12-06 00:00:00,5403
tojinbo-shotaro,Person,2025-12-06 00:00:00,2025-12-07 00:00:00,14050
tojinbo-shotaro,Person,2025-12-07 00:00:00,2025-12-08 00:00:00,14995
tojinbo-shotaro,Person,2025-12-08 00:00:00,2025-12-09 00:00:00,6400
tojinbo-shotaro,Person,2025-12-09 00:00:00,2025-12-10 00:00:00,6187
tojinbo-shotaro,Person,2025-12-10 00:00:00,2025-12-11 00:00:00,6076
tojinbo-shotaro,Person,2025-12-11 00:00:00,2025-12-12 00:00:00,5658
tojinbo-shotaro,Person,2025-12-12 00:00:00,2025-12-13 00:00:00,5910
tojinbo-shotaro,Person,2025-12-13 00:00:00,2025-12-14 00:00:00,13508
tojinbo-shotaro,Person,2025-12-14 00:00:00,2025-12-15 00:00:00,6155
tojinbo-shotaro,Person,2025-12-15 00:00:00,2025-12-16 00:00:00,6241
tojinbo-shotaro,Person,2025-12-16 00:00:00,2025-12-17 00:00:00,4922
tojinbo-shotaro,Person,2025-12-17 00:00:00,2025-12-18 00:00:00,2714
tojinbo-shotaro,Person,2025-12-18 00:00:00,2025-12-19 00:00:00,4865
tojinbo-shotaro,Person,2025-12-19 00:00:00,2025-12-20 00:00:00,5506
tojinbo-shotaro,Person,2025-12-20 00:00:00,2025-12-21 00:00:00,12766
tojinbo-shotaro,Person,2025-12-21 00:00:00,2025-12-22 00:00:00,6085
tojinbo-shotaro,Person,2025-12-22 00:00:00,2025-12-23 00:00:00,5287
tojinbo-shotaro,Person,2025-12-23 00:00:00,2025-12-24 00:00:00,4950
tojinbo-shotaro,Person,2025-12-24 00:00:00,2025-12-25 00:00:00,4944
tojinbo-shotaro,Person,2025-12-25 00:00:00,2025-12-26 00:00:00,2849
tojinbo-shotaro,Person,2025-12-26 00:00:00,2025-12-27 00:00:00,4278

tojinbo-shotaro,Person,2025-12-28 00:00:00,2025-12-29 00:00:00,16187
tojinbo-shotaro,Person,2025-12-29 00:00:00,2025-12-30 00:00:00,16965
tojinbo-shotaro,Person,2025-12-30 00:00:00,2025-12-31 00:00:00,16746
tojinbo-shotaro,Person,2025-12-31 00:00:00,2026-01-01 00:00:00,13837
