placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-08-01 00:00:00,2025-08-02 00:00:00,9934
tojinbo-shotaro,Person,2025-08-02 00:00:00,2025-08-03 00:00:00,16159
tojinbo-shotaro,Person,2025-08-03 00:00:00,2025-08-04 00:00:00,17370
tojinbo-shotaro,Person,2025-08-04 00:00:00,2025-08-05 00:00:00,12557
tojinbo-shotaro,Person,2025-08-05 00:00:00,2025-08-06 00:00:00,11955
tojinbo-shotaro,Person,2025-08-06 00:00:00,2025-08-07 00:00:00,0
tojinbo-shotaro,Person,2025-08-07 00:00:00,2025-08-08 00:00:00,9324
tojinbo-shotaro,Person,2025-08-08 00:00:00,2025-08-09 00:00:00,14193
tojinbo-shotaro,Person,2025-08-09 00:00:00,2025-08-10 00:00:00,22410
tojinbo-shotaro,Person,2025-08-10 00:00:00,2025-08-11 00:00:00,18250
tojinbo-shotaro,Person,2025-08-11 00:00:00,2025-08-12 00:00:00,22988
tojinbo-shotaro,Person,2025-08-12 00:00:00,2025-08-13 00:00:00,20152
tojinbo-shotaro,Person,2025-08-13 00:00:00,2025-08-14 00:00:00,15863
tojinbo-shotaro,Person,2025-08-14 00:00:00,2025-08-15 00:00:00,24253
tojinbo-shotaro,Person,2025-08-15 00:00:00,2025-08-16 00:00:00,21037
tojinbo-shotaro,Person,2025-08-16 00:00:00,2025-08-17 00:00:00,0
tojinbo-shotaro,Person,2025-08-17 00:00:00,2025-08-18 00:00:00,19193
tojinbo-shotaro,Person,2025-08-18 00:00:00,2025-08-19 00:00:00,16136
tojinbo-shotaro,Person,2025-08-19 00:00:00,2025-08-20 00:00:00,13763
tojinbo-shotaro,Person,2025-08-20 00:00:00,2025-08-21 00:00:00,13748
tojinbo-shotaro,Person,2025-08-21 00:00:00,2025-08-22 00:00:00,12539
tojinbo-shotaro,Person,2025-08-22 00:00:00,2025-08-23 00:00:00,11854
tojinbo-shotaro,Person,2025-08-23 00:00:00,2025-08-24 00:00:00,15762
tojinbo-shotaro,Person,2025-08-24 00:00:00,2025-08-25 00:00:00,18192
tojinbo-shotaro,Person,2025-08-25 00:00:00,2025-08-26 00:00:00,13836
tojinbo-shotaro,Person,2025-08-26 00:00:00,2025-08-27 00:00:00,0
tojinbo-shotaro,Person,2025-08-27 00:00:00,2025-08-28 00:00:00,8296
tojinbo-shotaro,Person,2025-08-28 00:00:00,2025-08-29 00:00:00,9586
tojinbo-shotaro,Person,2025-08-29 00:00:00,2025-08-30 00:00:00,9707
tojinbo-shotaro,Person,2025-08-30 00:00:00,2025-08-31 00:00:00,0
tojinbo-shotaro,Person,2025-08-31 00:00:00,2025-09-01 00:00:00,15328
