placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-05-01 00:00:00,2025-05-02 00:00:00,15658
tojinbo-shotaro,Person,2025-05-02 00:00:00,2025-05-03 00:00:00,0
tojinbo-shotaro,Person,2025-05-03 00:00:00,2025-05-04 00:00:00,11739
tojinbo-shotaro,Person,2025-05-04 00:00:00,2025-05-05 00:00:00,15719
tojinbo-shotaro,Person,2025-05-05 00:00:00,2025-05-06 00:00:00,14870
tojinbo-shotaro,Person,2025-05-06 00:00:00,2025-05-07 00:00:00,12602
tojinbo-shotaro,Person,2025-05-07 00:00:00,2025-05-08 00:00:00,6157
tojinbo-shotaro,Person,2025-05-08 00:00:00,2025-05-09 00:00:00,6144
tojinbo-shotaro,Person,2025-05-09 00:00:00,2025-05-10 00:00:00,4233
tojinbo-shotaro,Person,2025-05-10 00:00:00,2025-05-11 00:00:00,11136
tojinbo-shotaro,Person,2025-05-11 00:00:00,2025-05-12 00:00:00,12576
tojinbo-shotaro,Person,2025-05-12 00:00:00,2025-05-13 00:00:00,7181
tojinbo-shotaro,Person,2025-05-13 00:00:00,2025-05-14 00:00:00,6966
tojinbo-shotaro,Person,2025-05-14 00:00:00,2025-05-15 00:00:00,7617
tojinbo-shotaro,Person,2025-05-15 00:00:00,2025-05-16 00:00:00,8932
tojinbo-shotaro,Person,2025-05-16 00:00:00,2025-05-17 00:00:00,8652
tojinbo-shotaro,Person,2025-05-17 00:00:00,2025-05-18 00:00:00,0
tojinbo-shotaro,Person,2025-05-18 00:00:00,2025-05-19 00:00:00,14437
tojinbo-shotaro,Person,2025-05-19 00:00:00,2025-05-20 00:00:00,8758
tojinbo-shotaro,Person,2025-05-20 00:00:00,2025-05-21 00:00:00,7106
tojinbo-shotaro,Person,2025-05-21 00:00:00,2025-05-22 00:00:00,6812
tojinbo-shotaro,Person,2025-05-22 00:00:00,2025-05-23 00:00:00,7605
tojinbo-shotaro,Person,2025-05-23 00:00:00,2025-05-24 00:00:00,8786
tojinbo-shotaro,Person,2025-05-24 00:00:00,2025-05-25 00:00:00,10625
tojinbo-shotaro,Person,2025-05-25 00:00:00,2025-05-26 00:00:00,11210
tojinbo-shotaro,Person,2025-05-26 00:00:00,2025-05-27 00:00:00,8074
tojinbo-shotaro,Person,2025-05-27 00:00:00,2025-05-28 00:00:00,6634
tojinbo-shotaro,Person,2025-05-28 00:00:00,2025-05-29 00:00:00,7171
tojinbo-shotaro,Person,2025-05-29 00:00:00,2025-05-30 00:00:00,6049
tojinbo-shotaro,Person,2025-05-30 00:00:00,2025-05-31 00:00:00,8229
tojinbo-shotaro,Person,2025-05-31 00:00:00,2025-06-01 00:00:00,9612
