placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2024-12-20 00:00:00,2024-12-21 00:00:00,65,0,13,0,8,8,5,2,1,3,0,7,4,4,2,3,1,3,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-21 00:00:00,2024-12-22 00:00:00,320,1,52,21,23,45,25,19,19,6,0,25,13,16,21,11,15,7,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-22 00:00:00,2024-12-23 00:00:00,149,1,22,10,16,15,15,9,7,2,0,7,4,8,12,10,5,4,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-23 00:00:00,2024-12-24 00:00:00,31,0,4,3,1,5,2,4,0,2,0,0,2,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-24 00:00:00,2024-12-25 00:00:00,44,0,16,7,4,1,4,0,2,0,0,3,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-25 00:00:00,2024-12-26 00:00:00,247,1,63,13,16,16,21,8,7,5,0,12,11,19,13,21,9,5,7,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-26 00:00:00,2024-12-27 00:00:00,90,0,14,6,7,12,7,2,1,2,0,9,1,7,7,9,4,0,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-27 00:00:00,2024-12-28 00:00:00,189,0,45,21,17,17,8,12,6,2,0,10,14,11,7,9,4,6,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-28 00:00:00,2024-12-29 00:00:00,158,0,42,15,11,19,13,9,5,1,0,2,14,8,9,6,2,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-29 00:00:00,2024-12-30 00:00:00,361,3,70,39,44,49,31,17,15,7,1,16,17,17,11,6,6,7,4,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-30 00:00:00,2024-12-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2024-12-31 00:00:00,2025-01-01 00:00:00,455,0,92,37,35,56,53,24,18,12,0,16,19,22,22,21,9,3,15,0,0,0,0,0,0,0,1,0
