placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-05-18 14:00:00,2025-05-18 14:05:00,23,0,9,4,2,0,1,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:05:00,2025-05-18 14:10:00,19,0,5,1,2,1,0,0,0,0,0,3,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:10:00,2025-05-18 14:15:00,15,0,2,2,0,0,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:15:00,2025-05-18 14:20:00,19,0,4,2,1,2,1,0,1,0,0,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:20:00,2025-05-18 14:25:00,11,0,2,4,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:25:00,2025-05-18 14:30:00,12,0,5,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:30:00,2025-05-18 14:35:00,16,0,2,5,0,0,0,1,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:35:00,2025-05-18 14:40:00,31,0,6,3,2,0,0,1,0,0,0,3,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:40:00,2025-05-18 14:45:00,27,0,8,5,0,1,0,0,0,0,0,4,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:45:00,2025-05-18 14:50:00,7,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:50:00,2025-05-18 14:55:00,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-05-18 14:55:00,2025-05-18 15:00:00,6,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
