placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-07-25 00:00:00,2025-07-25 01:00:00,0
fukui-station-east-entrance,Person,2025-07-25 01:00:00,2025-07-25 02:00:00,0
fukui-station-east-entrance,Person,2025-07-25 02:00:00,2025-07-25 03:00:00,0
fukui-station-east-entrance,Person,2025-07-25 03:00:00,2025-07-25 04:00:00,0
fukui-station-east-entrance,Person,2025-07-25 04:00:00,2025-07-25 05:00:00,3
fukui-station-east-entrance,Person,2025-07-25 05:00:00,2025-07-25 06:00:00,27
fukui-station-east-entrance,Person,2025-07-25 06:00:00,2025-07-25 07:00:00,109
fukui-station-east-entrance,Person,2025-07-25 07:00:00,2025-07-25 08:00:00,353
fukui-station-east-entrance,Person,2025-07-25 08:00:00,2025-07-25 09:00:00,450
fukui-station-east-entrance,Person,2025-07-25 09:00:00,2025-07-25 10:00:00,721
fukui-station-east-entrance,Person,2025-07-25 10:00:00,2025-07-25 11:00:00,530
fukui-station-east-entrance,Person,2025-07-25 11:00:00,2025-07-25 12:00:00,642
fukui-station-east-entrance,Person,2025-07-25 12:00:00,2025-07-25 13:00:00,817
fukui-station-east-entrance,Person,2025-07-25 13:00:00,2025-07-25 14:00:00,816
fukui-station-east-entrance,Person,2025-07-25 14:00:00,2025-07-25 15:00:00,754
fukui-station-east-entrance,Person,2025-07-25 15:00:00,2025-07-25 16:00:00,893
fukui-station-east-entrance,Person,2025-07-25 16:00:00,2025-07-25 17:00:00,945
fukui-station-east-entrance,Person,2025-07-25 17:00:00,2025-07-25 18:00:00,797
fukui-station-east-entrance,Person,2025-07-25 18:00:00,2025-07-25 19:00:00,954
fukui-station-east-entrance,Person,2025-07-25 19:00:00,2025-07-25 20:00:00,285
fukui-station-east-entrance,Person,2025-07-25 20:00:00,2025-07-25 21:00:00,165
fukui-station-east-entrance,Person,2025-07-25 21:00:00,2025-07-25 22:00:00,230
fukui-station-east-entrance,Person,2025-07-25 22:00:00,2025-07-25 23:00:00,96
fukui-station-east-entrance,Person,2025-07-25 23:00:00,2025-07-26 00:00:00,2
