placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-11-24 00:00:00,2025-11-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 01:00:00,2025-11-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 02:00:00,2025-11-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 03:00:00,2025-11-24 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 04:00:00,2025-11-24 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 05:00:00,2025-11-24 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 06:00:00,2025-11-24 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 07:00:00,2025-11-24 08:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 08:00:00,2025-11-24 09:00:00,6,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 09:00:00,2025-11-24 10:00:00,23,0,2,4,1,2,3,4,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 10:00:00,2025-11-24 11:00:00,98,0,17,7,11,13,6,13,2,0,0,5,1,5,5,3,4,4,1,0,0,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-11-24 11:00:00,2025-11-24 12:00:00,126,1,20,7,14,17,6,5,1,0,0,13,17,8,6,5,3,3,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 12:00:00,2025-11-24 13:00:00,148,0,23,14,16,16,4,16,8,4,0,9,10,2,13,11,0,2,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 13:00:00,2025-11-24 14:00:00,105,0,18,8,12,12,8,6,3,1,0,4,4,6,13,5,4,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 14:00:00,2025-11-24 15:00:00,107,0,17,8,6,8,6,6,1,1,0,7,10,15,11,7,3,0,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 15:00:00,2025-11-24 16:00:00,102,0,29,9,6,21,5,2,1,3,0,2,4,4,4,7,3,1,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 16:00:00,2025-11-24 17:00:00,26,0,5,3,2,8,3,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 17:00:00,2025-11-24 18:00:00,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 18:00:00,2025-11-24 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 19:00:00,2025-11-24 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 20:00:00,2025-11-24 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 21:00:00,2025-11-24 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 22:00:00,2025-11-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-11-24 23:00:00,2025-11-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
