placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-03-28 00:00:00,2025-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 01:00:00,2025-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 02:00:00,2025-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 03:00:00,2025-03-28 04:00:00,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 04:00:00,2025-03-28 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 05:00:00,2025-03-28 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 06:00:00,2025-03-28 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 07:00:00,2025-03-28 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 08:00:00,2025-03-28 09:00:00,14,1,7,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 09:00:00,2025-03-28 10:00:00,43,2,15,2,3,6,0,2,0,1,0,1,0,3,2,1,4,0,0,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 10:00:00,2025-03-28 11:00:00,30,0,6,3,2,3,3,2,0,0,0,4,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 11:00:00,2025-03-28 12:00:00,22,1,4,1,1,4,0,3,1,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 12:00:00,2025-03-28 13:00:00,35,0,15,5,1,4,2,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 13:00:00,2025-03-28 14:00:00,62,0,19,6,7,7,5,0,1,0,0,2,4,3,2,4,0,1,0,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 14:00:00,2025-03-28 15:00:00,31,0,7,1,3,2,4,3,0,0,0,4,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 15:00:00,2025-03-28 16:00:00,55,1,14,9,3,5,7,1,3,1,0,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 16:00:00,2025-03-28 17:00:00,18,0,2,0,2,2,2,0,0,1,0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 17:00:00,2025-03-28 18:00:00,37,0,12,2,4,4,1,1,1,0,0,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 18:00:00,2025-03-28 19:00:00,38,1,13,0,6,1,2,3,0,0,0,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 19:00:00,2025-03-28 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 20:00:00,2025-03-28 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 21:00:00,2025-03-28 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 22:00:00,2025-03-28 23:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 23:00:00,2025-03-29 00:00:00,78,0,0,0,0,0,0,1,1,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
