placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-02-01 00:00:00,2026-02-02 00:00:00,4844
tojinbo-shotaro,Person,2026-02-02 00:00:00,2026-02-03 00:00:00,3871
tojinbo-shotaro,Person,2026-02-03 00:00:00,2026-02-04 00:00:00,3268
tojinbo-shotaro,Person,2026-02-04 00:00:00,2026-02-05 00:00:00,3166
tojinbo-shotaro,Person,2026-02-05 00:00:00,2026-02-06 00:00:00,4125
tojinbo-shotaro,Person,2026-02-06 00:00:00,2026-02-07 00:00:00,4383
tojinbo-shotaro,Person,2026-02-07 00:00:00,2026-02-08 00:00:00,7353
tojinbo-shotaro,Person,2026-02-08 00:00:00,2026-02-09 00:00:00,3593
tojinbo-shotaro,Person,2026-02-09 00:00:00,2026-02-10 00:00:00,6172
tojinbo-shotaro,Person,2026-02-10 00:00:00,2026-02-11 00:00:00,4112
tojinbo-shotaro,Person,2026-02-11 00:00:00,2026-02-12 00:00:00,4742
tojinbo-shotaro,Person,2026-02-12 00:00:00,2026-02-13 00:00:00,5948
tojinbo-shotaro,Person,2026-02-13 00:00:00,2026-02-14 00:00:00,5849
tojinbo-shotaro,Person,2026-02-14 00:00:00,2026-02-15 00:00:00,11016
tojinbo-shotaro,Person,2026-02-15 00:00:00,2026-02-16 00:00:00,12360
tojinbo-shotaro,Person,2026-02-16 00:00:00,2026-02-17 00:00:00,5797
tojinbo-shotaro,Person,2026-02-17 00:00:00,2026-02-18 00:00:00,6308
tojinbo-shotaro,Person,2026-02-18 00:00:00,2026-02-19 00:00:00,5992
tojinbo-shotaro,Person,2026-02-19 00:00:00,2026-02-20 00:00:00,5294
tojinbo-shotaro,Person,2026-02-20 00:00:00,2026-02-21 00:00:00,7102
tojinbo-shotaro,Person,2026-02-21 00:00:00,2026-02-22 00:00:00,16856
tojinbo-shotaro,Person,2026-02-22 00:00:00,2026-02-23 00:00:00,20054
tojinbo-shotaro,Person,2026-02-23 00:00:00,2026-02-24 00:00:00,14827
tojinbo-shotaro,Person,2026-02-24 00:00:00,2026-02-25 00:00:00,7148
tojinbo-shotaro,Person,2026-02-25 00:00:00,2026-02-26 00:00:00,6614
tojinbo-shotaro,Person,2026-02-26 00:00:00,2026-02-27 00:00:00,6908
tojinbo-shotaro,Person,2026-02-27 00:00:00,2026-02-28 00:00:00,8084
tojinbo-shotaro,Person,2026-02-28 00:00:00,2026-03-01 00:00:00,7042
