placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-07-01 00:00:00,2025-07-02 00:00:00,237,3,80,18,18,16,17,15,8,6,0,14,5,9,8,7,8,2,2,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-07-02 00:00:00,2025-07-03 00:00:00,235,7,89,17,15,15,17,10,7,3,0,15,8,4,13,4,3,5,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-03 00:00:00,2025-07-04 00:00:00,228,1,75,21,12,24,17,15,6,3,1,9,5,8,13,6,2,4,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-04 00:00:00,2025-07-05 00:00:00,308,3,107,21,20,41,23,21,12,3,0,16,9,8,11,8,3,2,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-05 00:00:00,2025-07-06 00:00:00,341,8,126,32,18,25,17,19,8,9,0,35,7,9,6,12,7,2,0,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-06 00:00:00,2025-07-07 00:00:00,407,5,151,31,26,51,14,11,10,4,0,35,13,15,21,12,4,3,0,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-07 00:00:00,2025-07-08 00:00:00,259,4,96,19,14,18,8,20,8,5,0,21,12,7,9,10,5,2,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-08 00:00:00,2025-07-09 00:00:00,239,1,68,23,11,22,22,16,7,3,0,22,11,9,7,5,5,7,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-09 00:00:00,2025-07-10 00:00:00,261,4,98,13,8,32,13,13,14,8,0,13,11,5,12,10,4,1,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-10 00:00:00,2025-07-11 00:00:00,356,3,132,24,13,34,27,17,10,11,0,20,11,17,22,8,3,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-11 00:00:00,2025-07-12 00:00:00,282,2,100,27,13,34,13,19,11,6,1,21,3,10,7,6,5,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-12 00:00:00,2025-07-13 00:00:00,349,4,139,34,26,21,14,12,8,8,0,14,9,20,18,9,10,1,1,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-13 00:00:00,2025-07-14 00:00:00,429,4,175,30,19,34,19,25,11,4,0,32,18,11,8,23,7,6,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-14 00:00:00,2025-07-15 00:00:00,260,1,86,20,20,26,14,8,12,2,0,22,10,11,11,5,5,3,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-07-15 00:00:00,2025-07-16 00:00:00,265,4,99,14,19,24,19,10,11,2,0,16,8,10,10,9,4,2,3,0,1,0,0,0,0,0,0,0
