placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-04-12 13:00:00,2025-04-12 13:05:00,132
tojinbo-shotaro,Person,2025-04-12 13:05:00,2025-04-12 13:10:00,137
tojinbo-shotaro,Person,2025-04-12 13:10:00,2025-04-12 13:15:00,201
tojinbo-shotaro,Person,2025-04-12 13:15:00,2025-04-12 13:20:00,191
tojinbo-shotaro,Person,2025-04-12 13:20:00,2025-04-12 13:25:00,169
tojinbo-shotaro,Person,2025-04-12 13:25:00,2025-04-12 13:30:00,212
tojinbo-shotaro,Person,2025-04-12 13:30:00,2025-04-12 13:35:00,191
tojinbo-shotaro,Person,2025-04-12 13:35:00,2025-04-12 13:40:00,214
tojinbo-shotaro,Person,2025-04-12 13:40:00,2025-04-12 13:45:00,161
tojinbo-shotaro,Person,2025-04-12 13:45:00,2025-04-12 13:50:00,244
tojinbo-shotaro,Person,2025-04-12 13:50:00,2025-04-12 13:55:00,174
tojinbo-shotaro,Person,2025-04-12 13:55:00,2025-04-12 14:00:00,129
