placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-06-21 00:00:00,2025-06-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 01:00:00,2025-06-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 02:00:00,2025-06-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 03:00:00,2025-06-21 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 04:00:00,2025-06-21 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 05:00:00,2025-06-21 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 06:00:00,2025-06-21 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 07:00:00,2025-06-21 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 08:00:00,2025-06-21 09:00:00,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 09:00:00,2025-06-21 10:00:00,9,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 10:00:00,2025-06-21 11:00:00,9,0,1,0,1,2,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 11:00:00,2025-06-21 12:00:00,14,0,6,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 12:00:00,2025-06-21 13:00:00,27,0,6,4,5,4,2,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 13:00:00,2025-06-21 14:00:00,35,0,11,5,4,6,2,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 14:00:00,2025-06-21 15:00:00,41,0,18,5,5,3,0,0,0,0,0,0,1,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2025-06-21 15:00:00,2025-06-21 16:00:00,68,0,20,5,10,8,1,4,3,1,0,4,1,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 16:00:00,2025-06-21 17:00:00,97,0,34,13,8,21,2,0,1,0,0,1,2,4,3,1,3,2,1,0,0,0,0,0,0,0,0,1
tojinbo-shotaro,Face,2025-06-21 17:00:00,2025-06-21 18:00:00,41,0,3,4,6,0,0,0,0,0,0,4,4,3,2,6,8,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 18:00:00,2025-06-21 19:00:00,23,0,4,1,5,2,1,0,0,0,0,2,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 19:00:00,2025-06-21 20:00:00,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 20:00:00,2025-06-21 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 21:00:00,2025-06-21 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 22:00:00,2025-06-21 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-06-21 23:00:00,2025-06-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
