placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2025-07-01 00:00:00,2025-07-02 00:00:00,42,0,4,3,4,9,3,6,5,3,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-02 00:00:00,2025-07-03 00:00:00,22,0,1,0,1,1,0,0,4,9,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-03 00:00:00,2025-07-04 00:00:00,30,0,1,0,3,2,2,2,8,8,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-04 00:00:00,2025-07-05 00:00:00,46,0,4,1,0,0,2,7,12,15,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-05 00:00:00,2025-07-06 00:00:00,133,0,28,9,5,5,15,15,22,16,1,2,1,0,1,1,3,5,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-06 00:00:00,2025-07-07 00:00:00,167,0,36,7,10,17,12,16,24,24,0,1,2,1,5,3,1,4,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-07 00:00:00,2025-07-08 00:00:00,52,0,3,0,0,1,3,3,21,12,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-08 00:00:00,2025-07-09 00:00:00,50,0,6,0,2,5,3,2,11,8,0,0,0,1,2,1,2,4,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-09 00:00:00,2025-07-10 00:00:00,36,0,1,0,1,3,4,3,8,8,0,1,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-10 00:00:00,2025-07-11 00:00:00,39,0,5,0,0,2,3,3,13,7,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-11 00:00:00,2025-07-12 00:00:00,35,0,2,0,0,2,1,6,4,9,0,0,0,0,3,0,3,4,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-07-12 00:00:00,2025-07-13 00:00:00,95,1,9,6,5,6,10,9,19,14,0,3,1,1,0,2,1,7,1,0,0,0,0,0,0,0,0,0
