placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2025-10-01 00:00:00,2025-10-02 00:00:00,91,0,15,4,0,6,8,7,30,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-02 00:00:00,2025-10-03 00:00:00,32,0,2,0,2,0,3,4,9,8,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-03 00:00:00,2025-10-04 00:00:00,45,0,4,2,0,0,4,8,14,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-04 00:00:00,2025-10-05 00:00:00,16,0,3,0,1,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-05 00:00:00,2025-10-06 00:00:00,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-06 00:00:00,2025-10-07 00:00:00,56,0,6,1,3,3,6,7,18,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-07 00:00:00,2025-10-08 00:00:00,35,0,6,1,1,4,3,2,7,7,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-08 00:00:00,2025-10-09 00:00:00,167,0,30,5,1,7,12,39,41,27,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-09 00:00:00,2025-10-10 00:00:00,40,0,1,2,2,2,3,5,17,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-10 00:00:00,2025-10-11 00:00:00,17,0,0,1,0,2,1,0,1,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-11 00:00:00,2025-10-12 00:00:00,449,1,35,14,3,11,23,49,163,124,0,0,0,0,0,2,2,8,14,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-12 00:00:00,2025-10-13 00:00:00,234,1,7,4,3,6,11,17,35,112,0,1,0,1,0,1,3,6,26,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-13 00:00:00,2025-10-14 00:00:00,283,0,75,16,7,19,16,38,61,41,0,0,3,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-14 00:00:00,2025-10-15 00:00:00,82,0,10,1,3,1,3,10,34,17,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-15 00:00:00,2025-10-16 00:00:00,34,0,11,3,1,1,0,3,6,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-16 00:00:00,2025-10-17 00:00:00,8,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-17 00:00:00,2025-10-18 00:00:00,18,0,2,1,0,4,2,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-18 00:00:00,2025-10-19 00:00:00,248,0,43,10,6,11,20,31,62,49,0,1,0,2,1,1,5,1,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-19 00:00:00,2025-10-20 00:00:00,270,2,44,14,4,11,28,35,58,47,0,4,2,0,2,3,3,4,9,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-20 00:00:00,2025-10-21 00:00:00,37,0,3,2,1,0,2,2,10,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-21 00:00:00,2025-10-22 00:00:00,25,0,3,0,0,0,0,4,10,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-22 00:00:00,2025-10-23 00:00:00,104,1,21,2,3,3,10,3,21,36,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-23 00:00:00,2025-10-24 00:00:00,82,0,10,4,2,2,4,5,25,26,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-24 00:00:00,2025-10-25 00:00:00,28,0,1,2,1,3,1,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-10-25 00:00:00,2025-10-26 00:00:00,286,1,54,13,5,18,25,39,77,39,0,2,1,0,3,1,0,2,6,0,0,0,0,0,0,0,0,0
