placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-03-19 00:00:00,2026-03-19 01:00:00,0
fukui-station-east-entrance,Person,2026-03-19 01:00:00,2026-03-19 02:00:00,0
fukui-station-east-entrance,Person,2026-03-19 02:00:00,2026-03-19 03:00:00,0
fukui-station-east-entrance,Person,2026-03-19 03:00:00,2026-03-19 04:00:00,0
fukui-station-east-entrance,Person,2026-03-19 04:00:00,2026-03-19 05:00:00,0
fukui-station-east-entrance,Person,2026-03-19 05:00:00,2026-03-19 06:00:00,3
fukui-station-east-entrance,Person,2026-03-19 06:00:00,2026-03-19 07:00:00,83
fukui-station-east-entrance,Person,2026-03-19 07:00:00,2026-03-19 08:00:00,241
fukui-station-east-entrance,Person,2026-03-19 08:00:00,2026-03-19 09:00:00,404
fukui-station-east-entrance,Person,2026-03-19 09:00:00,2026-03-19 10:00:00,647
fukui-station-east-entrance,Person,2026-03-19 10:00:00,2026-03-19 11:00:00,925
fukui-station-east-entrance,Person,2026-03-19 11:00:00,2026-03-19 12:00:00,782
fukui-station-east-entrance,Person,2026-03-19 12:00:00,2026-03-19 13:00:00,928
fukui-station-east-entrance,Person,2026-03-19 13:00:00,2026-03-19 14:00:00,1051
fukui-station-east-entrance,Person,2026-03-19 14:00:00,2026-03-19 15:00:00,923
fukui-station-east-entrance,Person,2026-03-19 15:00:00,2026-03-19 16:00:00,868
fukui-station-east-entrance,Person,2026-03-19 16:00:00,2026-03-19 17:00:00,804
fukui-station-east-entrance,Person,2026-03-19 17:00:00,2026-03-19 18:00:00,801
fukui-station-east-entrance,Person,2026-03-19 18:00:00,2026-03-19 19:00:00,588
fukui-station-east-entrance,Person,2026-03-19 19:00:00,2026-03-19 20:00:00,352
fukui-station-east-entrance,Person,2026-03-19 20:00:00,2026-03-19 21:00:00,261
fukui-station-east-entrance,Person,2026-03-19 21:00:00,2026-03-19 22:00:00,185
fukui-station-east-entrance,Person,2026-03-19 22:00:00,2026-03-19 23:00:00,182
fukui-station-east-entrance,Person,2026-03-19 23:00:00,2026-03-20 00:00:00,2
