placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-12-24 00:00:00,2024-12-24 01:00:00,0
tojinbo-shotaro,Person,2024-12-24 01:00:00,2024-12-24 02:00:00,0
tojinbo-shotaro,Person,2024-12-24 02:00:00,2024-12-24 03:00:00,0
tojinbo-shotaro,Person,2024-12-24 03:00:00,2024-12-24 04:00:00,1
tojinbo-shotaro,Person,2024-12-24 04:00:00,2024-12-24 05:00:00,0
tojinbo-shotaro,Person,2024-12-24 05:00:00,2024-12-24 06:00:00,0
tojinbo-shotaro,Person,2024-12-24 06:00:00,2024-12-24 07:00:00,32
tojinbo-shotaro,Person,2024-12-24 07:00:00,2024-12-24 08:00:00,148
tojinbo-shotaro,Person,2024-12-24 08:00:00,2024-12-24 09:00:00,204
tojinbo-shotaro,Person,2024-12-24 09:00:00,2024-12-24 10:00:00,328
tojinbo-shotaro,Person,2024-12-24 10:00:00,2024-12-24 11:00:00,208
tojinbo-shotaro,Person,2024-12-24 11:00:00,2024-12-24 12:00:00,273
tojinbo-shotaro,Person,2024-12-24 12:00:00,2024-12-24 13:00:00,414
tojinbo-shotaro,Person,2024-12-24 13:00:00,2024-12-24 14:00:00,437
tojinbo-shotaro,Person,2024-12-24 14:00:00,2024-12-24 15:00:00,224
tojinbo-shotaro,Person,2024-12-24 15:00:00,2024-12-24 16:00:00,314
tojinbo-shotaro,Person,2024-12-24 16:00:00,2024-12-24 17:00:00,233
tojinbo-shotaro,Person,2024-12-24 17:00:00,2024-12-24 18:00:00,5
tojinbo-shotaro,Person,2024-12-24 18:00:00,2024-12-24 19:00:00,11
tojinbo-shotaro,Person,2024-12-24 19:00:00,2024-12-24 20:00:00,3
tojinbo-shotaro,Person,2024-12-24 20:00:00,2024-12-24 21:00:00,0
tojinbo-shotaro,Person,2024-12-24 21:00:00,2024-12-24 22:00:00,0
tojinbo-shotaro,Person,2024-12-24 22:00:00,2024-12-24 23:00:00,0
tojinbo-shotaro,Person,2024-12-24 23:00:00,2024-12-25 00:00:00,0
