placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-07-01 00:00:00,2025-07-02 00:00:00,6742
fukui-station-east-entrance,Person,2025-07-02 00:00:00,2025-07-03 00:00:00,6918
fukui-station-east-entrance,Person,2025-07-03 00:00:00,2025-07-04 00:00:00,7013
fukui-station-east-entrance,Person,2025-07-04 00:00:00,2025-07-05 00:00:00,8106
fukui-station-east-entrance,Person,2025-07-05 00:00:00,2025-07-06 00:00:00,10117
fukui-station-east-entrance,Person,2025-07-06 00:00:00,2025-07-07 00:00:00,11211
fukui-station-east-entrance,Person,2025-07-07 00:00:00,2025-07-08 00:00:00,6863
fukui-station-east-entrance,Person,2025-07-08 00:00:00,2025-07-09 00:00:00,6475
fukui-station-east-entrance,Person,2025-07-09 00:00:00,2025-07-10 00:00:00,6883
fukui-station-east-entrance,Person,2025-07-10 00:00:00,2025-07-11 00:00:00,6969
fukui-station-east-entrance,Person,2025-07-11 00:00:00,2025-07-12 00:00:00,7249
fukui-station-east-entrance,Person,2025-07-12 00:00:00,2025-07-13 00:00:00,10122
fukui-station-east-entrance,Person,2025-07-13 00:00:00,2025-07-14 00:00:00,9659
fukui-station-east-entrance,Person,2025-07-14 00:00:00,2025-07-15 00:00:00,6859
fukui-station-east-entrance,Person,2025-07-15 00:00:00,2025-07-16 00:00:00,6396
fukui-station-east-entrance,Person,2025-07-16 00:00:00,2025-07-17 00:00:00,7284
fukui-station-east-entrance,Person,2025-07-17 00:00:00,2025-07-18 00:00:00,7053
fukui-station-east-entrance,Person,2025-07-18 00:00:00,2025-07-19 00:00:00,7766
fukui-station-east-entrance,Person,2025-07-19 00:00:00,2025-07-20 00:00:00,12340
fukui-station-east-entrance,Person,2025-07-20 00:00:00,2025-07-21 00:00:00,12471
fukui-station-east-entrance,Person,2025-07-21 00:00:00,2025-07-22 00:00:00,12706
fukui-station-east-entrance,Person,2025-07-22 00:00:00,2025-07-23 00:00:00,8157
fukui-station-east-entrance,Person,2025-07-23 00:00:00,2025-07-24 00:00:00,8826
fukui-station-east-entrance,Person,2025-07-24 00:00:00,2025-07-25 00:00:00,8728
fukui-station-east-entrance,Person,2025-07-25 00:00:00,2025-07-26 00:00:00,9589
fukui-station-east-entrance,Person,2025-07-26 00:00:00,2025-07-27 00:00:00,11860
fukui-station-east-entrance,Person,2025-07-27 00:00:00,2025-07-28 00:00:00,11235
fukui-station-east-entrance,Person,2025-07-28 00:00:00,2025-07-29 00:00:00,9219
fukui-station-east-entrance,Person,2025-07-29 00:00:00,2025-07-30 00:00:00,9428
fukui-station-east-entrance,Person,2025-07-30 00:00:00,2025-07-31 00:00:00,9381
fukui-station-east-entrance,Person,2025-07-31 00:00:00,2025-08-01 00:00:00,9476
