placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-08-01 00:00:00,2025-08-02 00:00:00,16420
fukui-station-east-entrance,Person,2025-08-02 00:00:00,2025-08-03 00:00:00,14670
fukui-station-east-entrance,Person,2025-08-03 00:00:00,2025-08-04 00:00:00,14611
fukui-station-east-entrance,Person,2025-08-04 00:00:00,2025-08-05 00:00:00,10725
fukui-station-east-entrance,Person,2025-08-05 00:00:00,2025-08-06 00:00:00,11938
fukui-station-east-entrance,Person,2025-08-06 00:00:00,2025-08-07 00:00:00,10441
fukui-station-east-entrance,Person,2025-08-07 00:00:00,2025-08-08 00:00:00,11123
fukui-station-east-entrance,Person,2025-08-08 00:00:00,2025-08-09 00:00:00,11802
fukui-station-east-entrance,Person,2025-08-09 00:00:00,2025-08-10 00:00:00,13831
fukui-station-east-entrance,Person,2025-08-10 00:00:00,2025-08-11 00:00:00,14389
fukui-station-east-entrance,Person,2025-08-11 00:00:00,2025-08-12 00:00:00,15653
fukui-station-east-entrance,Person,2025-08-12 00:00:00,2025-08-13 00:00:00,14461
fukui-station-east-entrance,Person,2025-08-13 00:00:00,2025-08-14 00:00:00,14761
fukui-station-east-entrance,Person,2025-08-14 00:00:00,2025-08-15 00:00:00,14774
fukui-station-east-entrance,Person,2025-08-15 00:00:00,2025-08-16 00:00:00,15641
fukui-station-east-entrance,Person,2025-08-16 00:00:00,2025-08-17 00:00:00,16363
fukui-station-east-entrance,Person,2025-08-17 00:00:00,2025-08-18 00:00:00,16725
fukui-station-east-entrance,Person,2025-08-18 00:00:00,2025-08-19 00:00:00,12279
fukui-station-east-entrance,Person,2025-08-19 00:00:00,2025-08-20 00:00:00,10000
fukui-station-east-entrance,Person,2025-08-20 00:00:00,2025-08-21 00:00:00,10382
fukui-station-east-entrance,Person,2025-08-21 00:00:00,2025-08-22 00:00:00,10333
fukui-station-east-entrance,Person,2025-08-22 00:00:00,2025-08-23 00:00:00,10633
fukui-station-east-entrance,Person,2025-08-23 00:00:00,2025-08-24 00:00:00,13341
fukui-station-east-entrance,Person,2025-08-24 00:00:00,2025-08-25 00:00:00,13139
fukui-station-east-entrance,Person,2025-08-25 00:00:00,2025-08-26 00:00:00,10167
fukui-station-east-entrance,Person,2025-08-26 00:00:00,2025-08-27 00:00:00,9298
fukui-station-east-entrance,Person,2025-08-27 00:00:00,2025-08-28 00:00:00,7332
fukui-station-east-entrance,Person,2025-08-28 00:00:00,2025-08-29 00:00:00,7619
fukui-station-east-entrance,Person,2025-08-29 00:00:00,2025-08-30 00:00:00,8903
fukui-station-east-entrance,Person,2025-08-30 00:00:00,2025-08-31 00:00:00,10714
fukui-station-east-entrance,Person,2025-08-31 00:00:00,2025-09-01 00:00:00,10298
