placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-02-01 00:00:00,2025-02-02 00:00:00,6871
fukui-station-east-entrance,Person,2025-02-02 00:00:00,2025-02-03 00:00:00,7717
fukui-station-east-entrance,Person,2025-02-03 00:00:00,2025-02-04 00:00:00,5107
fukui-station-east-entrance,Person,2025-02-04 00:00:00,2025-02-05 00:00:00,4460
fukui-station-east-entrance,Person,2025-02-05 00:00:00,2025-02-06 00:00:00,3529
fukui-station-east-entrance,Person,2025-02-06 00:00:00,2025-02-07 00:00:00,4105
fukui-station-east-entrance,Person,2025-02-07 00:00:00,2025-02-08 00:00:00,5577
fukui-station-east-entrance,Person,2025-02-08 00:00:00,2025-02-09 00:00:00,6504
fukui-station-east-entrance,Person,2025-02-09 00:00:00,2025-02-10 00:00:00,8631
fukui-station-east-entrance,Person,2025-02-10 00:00:00,2025-02-11 00:00:00,8028
fukui-station-east-entrance,Person,2025-02-11 00:00:00,2025-02-12 00:00:00,6588
fukui-station-east-entrance,Person,2025-02-12 00:00:00,2025-02-13 00:00:00,5119
fukui-station-east-entrance,Person,2025-02-13 00:00:00,2025-02-14 00:00:00,5879
fukui-station-east-entrance,Person,2025-02-14 00:00:00,2025-02-15 00:00:00,5749
fukui-station-east-entrance,Person,2025-02-15 00:00:00,2025-02-16 00:00:00,7014
fukui-station-east-entrance,Person,2025-02-16 00:00:00,2025-02-17 00:00:00,7740
fukui-station-east-entrance,Person,2025-02-17 00:00:00,2025-02-18 00:00:00,6099
fukui-station-east-entrance,Person,2025-02-18 00:00:00,2025-02-19 00:00:00,5527
fukui-station-east-entrance,Person,2025-02-19 00:00:00,2025-02-20 00:00:00,5946
fukui-station-east-entrance,Person,2025-02-20 00:00:00,2025-02-21 00:00:00,5573
fukui-station-east-entrance,Person,2025-02-21 00:00:00,2025-02-22 00:00:00,6628
fukui-station-east-entrance,Person,2025-02-22 00:00:00,2025-02-23 00:00:00,9154
fukui-station-east-entrance,Person,2025-02-23 00:00:00,2025-02-24 00:00:00,10420
fukui-station-east-entrance,Person,2025-02-24 00:00:00,2025-02-25 00:00:00,9146
fukui-station-east-entrance,Person,2025-02-25 00:00:00,2025-02-26 00:00:00,7510
fukui-station-east-entrance,Person,2025-02-26 00:00:00,2025-02-27 00:00:00,6675
fukui-station-east-entrance,Person,2025-02-27 00:00:00,2025-02-28 00:00:00,6350
fukui-station-east-entrance,Person,2025-02-28 00:00:00,2025-03-01 00:00:00,6833
