placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-09-01 00:00:00,2025-09-02 00:00:00,6917
fukui-station-east-entrance,Person,2025-09-02 00:00:00,2025-09-03 00:00:00,7156
fukui-station-east-entrance,Person,2025-09-03 00:00:00,2025-09-04 00:00:00,7282
fukui-station-east-entrance,Person,2025-09-04 00:00:00,2025-09-05 00:00:00,7142
fukui-station-east-entrance,Person,2025-09-05 00:00:00,2025-09-06 00:00:00,8199
fukui-station-east-entrance,Person,2025-09-06 00:00:00,2025-09-07 00:00:00,11995
fukui-station-east-entrance,Person,2025-09-07 00:00:00,2025-09-08 00:00:00,13623
fukui-station-east-entrance,Person,2025-09-08 00:00:00,2025-09-09 00:00:00,8436
fukui-station-east-entrance,Person,2025-09-09 00:00:00,2025-09-10 00:00:00,6736
fukui-station-east-entrance,Person,2025-09-10 00:00:00,2025-09-11 00:00:00,6875
fukui-station-east-entrance,Person,2025-09-11 00:00:00,2025-09-12 00:00:00,7299
fukui-station-east-entrance,Person,2025-09-12 00:00:00,2025-09-13 00:00:00,8880
fukui-station-east-entrance,Person,2025-09-13 00:00:00,2025-09-14 00:00:00,12374
fukui-station-east-entrance,Person,2025-09-14 00:00:00,2025-09-15 00:00:00,12766
fukui-station-east-entrance,Person,2025-09-15 00:00:00,2025-09-16 00:00:00,10994
fukui-station-east-entrance,Person,2025-09-16 00:00:00,2025-09-17 00:00:00,7091
fukui-station-east-entrance,Person,2025-09-17 00:00:00,2025-09-18 00:00:00,7493
fukui-station-east-entrance,Person,2025-09-18 00:00:00,2025-09-19 00:00:00,7089
fukui-station-east-entrance,Person,2025-09-19 00:00:00,2025-09-20 00:00:00,7990
fukui-station-east-entrance,Person,2025-09-20 00:00:00,2025-09-21 00:00:00,10603
fukui-station-east-entrance,Person,2025-09-21 00:00:00,2025-09-22 00:00:00,12478
fukui-station-east-entrance,Person,2025-09-22 00:00:00,2025-09-23 00:00:00,9370
fukui-station-east-entrance,Person,2025-09-23 00:00:00,2025-09-24 00:00:00,9957
fukui-station-east-entrance,Person,2025-09-24 00:00:00,2025-09-25 00:00:00,7114
fukui-station-east-entrance,Person,2025-09-25 00:00:00,2025-09-26 00:00:00,7394
fukui-station-east-entrance,Person,2025-09-26 00:00:00,2025-09-27 00:00:00,0
fukui-station-east-entrance,Person,2025-09-27 00:00:00,2025-09-28 00:00:00,0
fukui-station-east-entrance,Person,2025-09-28 00:00:00,2025-09-29 00:00:00,0
fukui-station-east-entrance,Person,2025-09-29 00:00:00,2025-09-30 00:00:00,3622
fukui-station-east-entrance,Person,2025-09-30 00:00:00,2025-10-01 00:00:00,6488
