placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-11-01 00:00:00,2025-11-02 00:00:00,12163
fukui-station-east-entrance,Person,2025-11-02 00:00:00,2025-11-03 00:00:00,12791
fukui-station-east-entrance,Person,2025-11-03 00:00:00,2025-11-04 00:00:00,11775
fukui-station-east-entrance,Person,2025-11-04 00:00:00,2025-11-05 00:00:00,6584
fukui-station-east-entrance,Person,2025-11-05 00:00:00,2025-11-06 00:00:00,7877
fukui-station-east-entrance,Person,2025-11-06 00:00:00,2025-11-07 00:00:00,7103
fukui-station-east-entrance,Person,2025-11-07 00:00:00,2025-11-08 00:00:00,8574
fukui-station-east-entrance,Person,2025-11-08 00:00:00,2025-11-09 00:00:00,10816
fukui-station-east-entrance,Person,2025-11-09 00:00:00,2025-11-10 00:00:00,12020
fukui-station-east-entrance,Person,2025-11-10 00:00:00,2025-11-11 00:00:00,5543
fukui-station-east-entrance,Person,2025-11-11 00:00:00,2025-11-12 00:00:00,7725
fukui-station-east-entrance,Person,2025-11-12 00:00:00,2025-11-13 00:00:00,7177
fukui-station-east-entrance,Person,2025-11-13 00:00:00,2025-11-14 00:00:00,7535
fukui-station-east-entrance,Person,2025-11-14 00:00:00,2025-11-15 00:00:00,9549
fukui-station-east-entrance,Person,2025-11-15 00:00:00,2025-11-16 00:00:00,12126
fukui-station-east-entrance,Person,2025-11-16 00:00:00,2025-11-17 00:00:00,12915
fukui-station-east-entrance,Person,2025-11-17 00:00:00,2025-11-18 00:00:00,5815
fukui-station-east-entrance,Person,2025-11-18 00:00:00,2025-11-19 00:00:00,8855
fukui-station-east-entrance,Person,2025-11-19 00:00:00,2025-11-20 00:00:00,8668
fukui-station-east-entrance,Person,2025-11-20 00:00:00,2025-11-21 00:00:00,8051
fukui-station-east-entrance,Person,2025-11-21 00:00:00,2025-11-22 00:00:00,9100
fukui-station-east-entrance,Person,2025-11-22 00:00:00,2025-11-23 00:00:00,13506
fukui-station-east-entrance,Person,2025-11-23 00:00:00,2025-11-24 00:00:00,13913
fukui-station-east-entrance,Person,2025-11-24 00:00:00,2025-11-25 00:00:00,12941
fukui-station-east-entrance,Person,2025-11-25 00:00:00,2025-11-26 00:00:00,7573
fukui-station-east-entrance,Person,2025-11-26 00:00:00,2025-11-27 00:00:00,7042
fukui-station-east-entrance,Person,2025-11-27 00:00:00,2025-11-28 00:00:00,7107
fukui-station-east-entrance,Person,2025-11-28 00:00:00,2025-11-29 00:00:00,8483
fukui-station-east-entrance,Person,2025-11-29 00:00:00,2025-11-30 00:00:00,10638
fukui-station-east-entrance,Person,2025-11-30 00:00:00,2025-12-01 00:00:00,10432
