placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-12-01 00:00:00,2025-12-02 00:00:00,6008
fukui-station-east-entrance,Person,2025-12-02 00:00:00,2025-12-03 00:00:00,5839
fukui-station-east-entrance,Person,2025-12-03 00:00:00,2025-12-04 00:00:00,6214

fukui-station-east-entrance,Person,2025-12-05 00:00:00,2025-12-06 00:00:00,7632
fukui-station-east-entrance,Person,2025-12-06 00:00:00,2025-12-07 00:00:00,10433
fukui-station-east-entrance,Person,2025-12-07 00:00:00,2025-12-08 00:00:00,9719
fukui-station-east-entrance,Person,2025-12-08 00:00:00,2025-12-09 00:00:00,5918
fukui-station-east-entrance,Person,2025-12-09 00:00:00,2025-12-10 00:00:00,5672
fukui-station-east-entrance,Person,2025-12-10 00:00:00,2025-12-11 00:00:00,6161
fukui-station-east-entrance,Person,2025-12-11 00:00:00,2025-12-12 00:00:00,6026
fukui-station-east-entrance,Person,2025-12-12 00:00:00,2025-12-13 00:00:00,8282
fukui-station-east-entrance,Person,2025-12-13 00:00:00,2025-12-14 00:00:00,10116
fukui-station-east-entrance,Person,2025-12-14 00:00:00,2025-12-15 00:00:00,8338
fukui-station-east-entrance,Person,2025-12-15 00:00:00,2025-12-16 00:00:00,5354
fukui-station-east-entrance,Person,2025-12-16 00:00:00,2025-12-17 00:00:00,5331
fukui-station-east-entrance,Person,2025-12-17 00:00:00,2025-12-18 00:00:00,5568
fukui-station-east-entrance,Person,2025-12-18 00:00:00,2025-12-19 00:00:00,5969
fukui-station-east-entrance,Person,2025-12-19 00:00:00,2025-12-20 00:00:00,6489
fukui-station-east-entrance,Person,2025-12-20 00:00:00,2025-12-21 00:00:00,8419
fukui-station-east-entrance,Person,2025-12-21 00:00:00,2025-12-22 00:00:00,8334
fukui-station-east-entrance,Person,2025-12-22 00:00:00,2025-12-23 00:00:00,5887
fukui-station-east-entrance,Person,2025-12-23 00:00:00,2025-12-24 00:00:00,4821
fukui-station-east-entrance,Person,2025-12-24 00:00:00,2025-12-25 00:00:00,4592
fukui-station-east-entrance,Person,2025-12-25 00:00:00,2025-12-26 00:00:00,0
fukui-station-east-entrance,Person,2025-12-26 00:00:00,2025-12-27 00:00:00,0
fukui-station-east-entrance,Person,2025-12-27 00:00:00,2025-12-28 00:00:00,0
fukui-station-east-entrance,Person,2025-12-28 00:00:00,2025-12-29 00:00:00,0
fukui-station-east-entrance,Person,2025-12-29 00:00:00,2025-12-30 00:00:00,0
fukui-station-east-entrance,Person,2025-12-30 00:00:00,2025-12-31 00:00:00,0
fukui-station-east-entrance,Person,2025-12-31 00:00:00,2026-01-01 00:00:00,0
