placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-07-13 00:00:00,2025-07-13 01:00:00,0
tojinbo-shotaro,Person,2025-07-13 01:00:00,2025-07-13 02:00:00,12
tojinbo-shotaro,Person,2025-07-13 02:00:00,2025-07-13 03:00:00,12
tojinbo-shotaro,Person,2025-07-13 03:00:00,2025-07-13 04:00:00,0
tojinbo-shotaro,Person,2025-07-13 04:00:00,2025-07-13 05:00:00,6
tojinbo-shotaro,Person,2025-07-13 05:00:00,2025-07-13 06:00:00,10
tojinbo-shotaro,Person,2025-07-13 06:00:00,2025-07-13 07:00:00,130
tojinbo-shotaro,Person,2025-07-13 07:00:00,2025-07-13 08:00:00,84
tojinbo-shotaro,Person,2025-07-13 08:00:00,2025-07-13 09:00:00,308
tojinbo-shotaro,Person,2025-07-13 09:00:00,2025-07-13 10:00:00,623
tojinbo-shotaro,Person,2025-07-13 10:00:00,2025-07-13 11:00:00,1431
tojinbo-shotaro,Person,2025-07-13 11:00:00,2025-07-13 12:00:00,1650
tojinbo-shotaro,Person,2025-07-13 12:00:00,2025-07-13 13:00:00,1677
tojinbo-shotaro,Person,2025-07-13 13:00:00,2025-07-13 14:00:00,1571
tojinbo-shotaro,Person,2025-07-13 14:00:00,2025-07-13 15:00:00,1546
tojinbo-shotaro,Person,2025-07-13 15:00:00,2025-07-13 16:00:00,1661
tojinbo-shotaro,Person,2025-07-13 16:00:00,2025-07-13 17:00:00,1460
tojinbo-shotaro,Person,2025-07-13 17:00:00,2025-07-13 18:00:00,536
tojinbo-shotaro,Person,2025-07-13 18:00:00,2025-07-13 19:00:00,50
tojinbo-shotaro,Person,2025-07-13 19:00:00,2025-07-13 20:00:00,25
tojinbo-shotaro,Person,2025-07-13 20:00:00,2025-07-13 21:00:00,0
tojinbo-shotaro,Person,2025-07-13 21:00:00,2025-07-13 22:00:00,3
tojinbo-shotaro,Person,2025-07-13 22:00:00,2025-07-13 23:00:00,7
tojinbo-shotaro,Person,2025-07-13 23:00:00,2025-07-14 00:00:00,0
