placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-04-16 00:00:00,2026-04-16 01:00:00,0
fukui-station-east-entrance,Person,2026-04-16 01:00:00,2026-04-16 02:00:00,0
fukui-station-east-entrance,Person,2026-04-16 02:00:00,2026-04-16 03:00:00,0
fukui-station-east-entrance,Person,2026-04-16 03:00:00,2026-04-16 04:00:00,0
fukui-station-east-entrance,Person,2026-04-16 04:00:00,2026-04-16 05:00:00,0
fukui-station-east-entrance,Person,2026-04-16 05:00:00,2026-04-16 06:00:00,39
fukui-station-east-entrance,Person,2026-04-16 06:00:00,2026-04-16 07:00:00,222
fukui-station-east-entrance,Person,2026-04-16 07:00:00,2026-04-16 08:00:00,500
fukui-station-east-entrance,Person,2026-04-16 08:00:00,2026-04-16 09:00:00,677
fukui-station-east-entrance,Person,2026-04-16 09:00:00,2026-04-16 10:00:00,613
fukui-station-east-entrance,Person,2026-04-16 10:00:00,2026-04-16 11:00:00,547
fukui-station-east-entrance,Person,2026-04-16 11:00:00,2026-04-16 12:00:00,423
fukui-station-east-entrance,Person,2026-04-16 12:00:00,2026-04-16 13:00:00,658
fukui-station-east-entrance,Person,2026-04-16 13:00:00,2026-04-16 14:00:00,551
fukui-station-east-entrance,Person,2026-04-16 14:00:00,2026-04-16 15:00:00,710
fukui-station-east-entrance,Person,2026-04-16 15:00:00,2026-04-16 16:00:00,829
fukui-station-east-entrance,Person,2026-04-16 16:00:00,2026-04-16 17:00:00,780
fukui-station-east-entrance,Person,2026-04-16 17:00:00,2026-04-16 18:00:00,995
fukui-station-east-entrance,Person,2026-04-16 18:00:00,2026-04-16 19:00:00,527
fukui-station-east-entrance,Person,2026-04-16 19:00:00,2026-04-16 20:00:00,175
fukui-station-east-entrance,Person,2026-04-16 20:00:00,2026-04-16 21:00:00,187
fukui-station-east-entrance,Person,2026-04-16 21:00:00,2026-04-16 22:00:00,82
fukui-station-east-entrance,Person,2026-04-16 22:00:00,2026-04-16 23:00:00,58
fukui-station-east-entrance,Person,2026-04-16 23:00:00,2026-04-17 00:00:00,0
